mouse_gene,marmoset_gene
ENSMUSG00000079343,ENSCJAG00000007042
ENSMUSG00000023387,ENSCJAG00000005908
ENSMUSG00000027869,ENSCJAG00000085345
ENSMUSG00000027869,ENSCJAG00000074294
ENSMUSG00000027869,ENSCJAG00000073117
ENSMUSG00000041605,ENSCJAG00000005256
ENSMUSG00000020799,ENSCJAG00000017179
ENSMUSG00000021809,ENSCJAG00000007475
ENSMUSG00000004270,ENSCJAG00000007079
ENSMUSG00000028702,ENSCJAG00000021080
ENSMUSG00000034211,ENSCJAG00000086646
ENSMUSG00000034211,ENSCJAG00000083468
ENSMUSG00000028124,ENSCJAG00000017899
ENSMUSG00000004268,ENSCJAG00000007120
ENSMUSG00000119402,ENSCJAG00000073971
ENSMUSG00000119402,ENSCJAG00000079379
ENSMUSG00000058761,ENSCJAG00000015610
ENSMUSG00000047388,ENSCJAG00000016670
ENSMUSG00000034088,ENSCJAG00000006152
ENSMUSG00000035211,ENSCJAG00000015587
ENSMUSG00002076646,ENSCJAG00000064502
ENSMUSG00000031847,ENSCJAG00000016662
ENSMUSG00000004264,ENSCJAG00000007137
ENSMUSG00000045667,ENSCJAG00000047187
ENSMUSG00000029432,ENSCJAG00000021290
ENSMUSG00000032399,ENSCJAG00000007491
ENSMUSG00000032399,ENSCJAG00000047457
ENSMUSG00000034424,ENSCJAG00000072273
ENSMUSG00000039756,ENSCJAG00000017896
ENSMUSG00000044172,ENSCJAG00000014497
ENSMUSG00000028700,ENSCJAG00000021026
ENSMUSG00000034416,ENSCJAG00000016609
ENSMUSG00000040471,ENSCJAG00000010989
ENSMUSG00000036636,ENSCJAG00000014423
ENSMUSG00000028121,ENSCJAG00000017873
ENSMUSG00000020422,ENSCJAG00000014752
ENSMUSG00000096679,ENSCJAG00000032827
ENSMUSG00000029446,ENSCJAG00000021288
ENSMUSG00000058014,ENSCJAG00000032827
ENSMUSG00000088835,ENSCJAG00000043014
ENSMUSG00000060759,ENSCJAG00000002547
ENSMUSG00000004266,ENSCJAG00000007188
ENSMUSG00000060105,ENSCJAG00000002543
ENSMUSG00000110092,ENSCJAG00000022689
ENSMUSG00000065752,ENSCJAG00000059732
ENSMUSG00000119388,ENSCJAG00000052130
ENSMUSG00000032398,ENSCJAG00000070895
ENSMUSG00000065512,ENSCJAG00000024713
ENSMUSG00000021810,ENSCJAG00000007511
ENSMUSG00000031766,ENSCJAG00000012443
ENSMUSG00000004936,ENSCJAG00000007460
ENSMUSG00000044365,ENSCJAG00000047711
ENSMUSG00000065304,ENSCJAG00000082608
ENSMUSG00000093413,ENSCJAG00000073878
ENSMUSG00000025538,ENSCJAG00000021277
ENSMUSG00000028184,ENSCJAG00000007190
ENSMUSG00000039599,ENSCJAG00000007526
ENSMUSG00000035337,ENSCJAG00000073731
ENSMUSG00000032397,ENSCJAG00000013242
ENSMUSG00000040463,ENSCJAG00000077870
ENSMUSG00000040463,ENSCJAG00000020332
ENSMUSG00000073960,ENSCJAG00000015647
ENSMUSG00000078080,ENSCJAG00000015647
ENSMUSG00000025537,ENSCJAG00000055003
ENSMUSG00000031770,ENSCJAG00000012357
ENSMUSG00000032396,ENSCJAG00000007411
ENSMUSG00000110259,ENSCJAG00000060833
ENSMUSG00000042219,ENSCJAG00000020185
ENSMUSG00000070493,ENSCJAG00000021267
ENSMUSG00000070493,ENSCJAG00000072844
ENSMUSG00000026276,ENSCJAG00000006122
ENSMUSG00000026276,ENSCJAG00000061183
ENSMUSG00000096773,ENSCJAG00000077158
ENSMUSG00000074151,ENSCJAG00000012266
ENSMUSG00000059562,ENSCJAG00000014379
ENSMUSG00000073914,ENSCJAG00000023286
ENSMUSG00000034173,ENSCJAG00000018566
ENSMUSG00000095789,ENSCJAG00000041331
ENSMUSG00000066735,ENSCJAG00000004243
ENSMUSG00000073906,ENSCJAG00000022245
ENSMUSG00000044465,ENSCJAG00000014340
ENSMUSG00000025534,ENSCJAG00000033759
ENSMUSG00000114245,ENSCJAG00000038190
ENSMUSG00000067722,ENSCJAG00000014406
ENSMUSG00000015127,ENSCJAG00000013151
ENSMUSG00000040447,ENSCJAG00000007149
ENSMUSG00000072772,ENSCJAG00000007272
ENSMUSG00000028179,ENSCJAG00000017808
ENSMUSG00000004263,ENSCJAG00000007276
ENSMUSG00000119482,ENSCJAG00000081879
ENSMUSG00000040852,ENSCJAG00000014373
ENSMUSG00000025533,ENSCJAG00000045060
ENSMUSG00000020798,ENSCJAG00000011787
ENSMUSG00000004267,ENSCJAG00000007307
ENSMUSG00000039988,ENSCJAG00000017783
ENSMUSG00000026885,ENSCJAG00000040087
ENSMUSG00000026098,ENSCJAG00000005590
ENSMUSG00000031516,ENSCJAG00000012338
ENSMUSG00000020794,ENSCJAG00000011764
ENSMUSG00000040505,ENSCJAG00000000847
ENSMUSG00000119805,ENSCJAG00000087213
ENSMUSG00000118706,ENSCJAG00000060019
ENSMUSG00000054360,ENSCJAG00000076416
ENSMUSG00000021811,ENSCJAG00000007535
ENSMUSG00000020790,ENSCJAG00000011723
ENSMUSG00000094985,ENSCJAG00000001760
ENSMUSG00000049960,ENSCJAG00000007538
ENSMUSG00000028701,ENSCJAG00000045585
ENSMUSG00000030125,ENSCJAG00000007339
ENSMUSG00000028699,ENSCJAG00000021020
ENSMUSG00000039543,ENSCJAG00000001756
ENSMUSG00000026097,ENSCJAG00000038562
ENSMUSG00000026097,ENSCJAG00000048656
ENSMUSG00000026895,ENSCJAG00000082947
ENSMUSG00000036768,ENSCJAG00000001840
ENSMUSG00000026894,ENSCJAG00000020137
ENSMUSG00000024254,ENSCJAG00000000833
ENSMUSG00000071113,ENSCJAG00000012334
ENSMUSG00000121905,ENSCJAG00000071355
ENSMUSG00000030074,ENSCJAG00000015146
ENSMUSG00000042244,ENSCJAG00000036601
ENSMUSG00000031513,ENSCJAG00000012319
ENSMUSG00000026096,ENSCJAG00000002739
ENSMUSG00000026096,ENSCJAG00000041460
ENSMUSG00000055900,ENSCJAG00000013787
ENSMUSG00000028693,ENSCJAG00000013641
ENSMUSG00000031532,ENSCJAG00000012289
ENSMUSG00000040152,ENSCJAG00000020936
ENSMUSG00000056054,ENSCJAG00000005843
ENSMUSG00000056071,ENSCJAG00000071355
ENSMUSG00000031734,ENSCJAG00000001418
ENSMUSG00000042250,ENSCJAG00000005866
ENSMUSG00000078611,ENSCJAG00000014410
ENSMUSG00000030897,ENSCJAG00000014312
ENSMUSG00000057778,ENSCJAG00000011716
ENSMUSG00000035325,ENSCJAG00000004799
ENSMUSG00000038193,ENSCJAG00000069132
ENSMUSG00000026095,ENSCJAG00000055386
ENSMUSG00000026095,ENSCJAG00000043387
ENSMUSG00000037060,ENSCJAG00000038304
ENSMUSG00000096621,ENSCJAG00000071355
ENSMUSG00000038451,ENSCJAG00000055518
ENSMUSG00000121904,ENSCJAG00000071355
ENSMUSG00000027552,ENSCJAG00000000387
ENSMUSG00000052974,ENSCJAG00000034902
ENSMUSG00000020407,ENSCJAG00000014682
ENSMUSG00000023456,ENSCJAG00000007348
ENSMUSG00000027751,ENSCJAG00000018002
ENSMUSG00000026890,ENSCJAG00000020122
ENSMUSG00000024120,ENSCJAG00000000794
ENSMUSG00000058709,ENSCJAG00000014887
ENSMUSG00000117809,ENSCJAG00000083001
ENSMUSG00000028692,ENSCJAG00000013633
ENSMUSG00000053291,ENSCJAG00000047458
ENSMUSG00000038429,ENSCJAG00000007431
ENSMUSG00000004668,ENSCJAG00000000920
ENSMUSG00000021814,ENSCJAG00000080792
ENSMUSG00000021814,ENSCJAG00000022250
ENSMUSG00000021814,ENSCJAG00000001720
ENSMUSG00000065185,ENSCJAG00000071997
ENSMUSG00000028691,ENSCJAG00000004807
ENSMUSG00000028691,ENSCJAG00000074307
ENSMUSG00000089661,ENSCJAG00000014879
ENSMUSG00000061479,ENSCJAG00000021962
ENSMUSG00000061479,ENSCJAG00000014865
ENSMUSG00000023505,ENSCJAG00000007508
ENSMUSG00000032267,ENSCJAG00000012053
ENSMUSG00000119631,ENSCJAG00000034291
ENSMUSG00000027344,ENSCJAG00000020927
ENSMUSG00000024253,ENSCJAG00000000860
ENSMUSG00000037306,ENSCJAG00000009386
ENSMUSG00000078786,ENSCJAG00000014857
ENSMUSG00000025950,ENSCJAG00000002828
ENSMUSG00000023439,ENSCJAG00000007512
ENSMUSG00000121976,ENSCJAG00000013876
ENSMUSG00000096255,ENSCJAG00000077634
ENSMUSG00000003752,ENSCJAG00000014755
ENSMUSG00000118665,ENSCJAG00000005110
ENSMUSG00000050830,ENSCJAG00000000940
ENSMUSG00000035297,ENSCJAG00000005067
ENSMUSG00000023191,ENSCJAG00000007528
ENSMUSG00000000579,ENSCJAG00000077634
ENSMUSG00000003762,ENSCJAG00000014833
ENSMUSG00000095677,ENSCJAG00000077634
ENSMUSG00000037295,ENSCJAG00000009366
ENSMUSG00000036834,ENSCJAG00000000917
ENSMUSG00000055670,ENSCJAG00000011686
ENSMUSG00000027430,ENSCJAG00000005306
ENSMUSG00000088244,ENSCJAG00000047299
ENSMUSG00000025949,ENSCJAG00000002759
ENSMUSG00000046201,ENSCJAG00000012631
ENSMUSG00000070661,ENSCJAG00000023244
ENSMUSG00000040133,ENSCJAG00000020926
ENSMUSG00000041143,ENSCJAG00000006639
ENSMUSG00000062148,ENSCJAG00000009638
ENSMUSG00000026889,ENSCJAG00000068519
ENSMUSG00000004561,ENSCJAG00000009609
ENSMUSG00000038390,ENSCJAG00000044634
ENSMUSG00000023800,ENSCJAG00000012559
ENSMUSG00000023274,ENSCJAG00000007635
ENSMUSG00000029322,ENSCJAG00000068263
ENSMUSG00000063160,ENSCJAG00000014829
ENSMUSG00000032264,ENSCJAG00000012168
ENSMUSG00000026887,ENSCJAG00000020104
ENSMUSG00000089832,ENSCJAG00000014763
ENSMUSG00000030124,ENSCJAG00000007657
ENSMUSG00000063873,ENSCJAG00000005325
ENSMUSG00000029319,ENSCJAG00000005180
ENSMUSG00000032268,ENSCJAG00000012228
ENSMUSG00000028747,ENSCJAG00000065417
ENSMUSG00000030120,ENSCJAG00000007681
ENSMUSG00000041120,ENSCJAG00000006699
ENSMUSG00000035273,ENSCJAG00000005194
ENSMUSG00000050608,ENSCJAG00000006709
ENSMUSG00000050608,ENSCJAG00000043424
ENSMUSG00000028745,ENSCJAG00000006715
ENSMUSG00000047250,ENSCJAG00000020078
ENSMUSG00000035266,ENSCJAG00000005247
ENSMUSG00000030127,ENSCJAG00000007835
ENSMUSG00000040466,ENSCJAG00000014665
ENSMUSG00000025964,ENSCJAG00000005821
ENSMUSG00000072572,ENSCJAG00000009600
ENSMUSG00000026921,ENSCJAG00000010944
ENSMUSG00000004558,ENSCJAG00000009450
ENSMUSG00000053198,ENSCJAG00000014649
ENSMUSG00002076020,ENSCJAG00000080135
ENSMUSG00000030329,ENSCJAG00000007910
ENSMUSG00000036983,ENSCJAG00000012540
ENSMUSG00000020193,ENSCJAG00000000949
ENSMUSG00000032259,ENSCJAG00000012246
ENSMUSG00000091530,ENSCJAG00000054130
ENSMUSG00000023802,ENSCJAG00000012516
ENSMUSG00000032257,ENSCJAG00000048050
ENSMUSG00000040424,ENSCJAG00000014644
ENSMUSG00000016833,ENSCJAG00000060367
ENSMUSG00000016833,ENSCJAG00000042247
ENSMUSG00000040219,ENSCJAG00000012306
ENSMUSG00000020191,ENSCJAG00000000951
ENSMUSG00000003363,ENSCJAG00000014633
ENSMUSG00000043705,ENSCJAG00000003173
ENSMUSG00000038346,ENSCJAG00000007944
ENSMUSG00000020182,ENSCJAG00000011007
ENSMUSG00000035234,ENSCJAG00000005294
ENSMUSG00000028744,ENSCJAG00000006785
ENSMUSG00000024064,ENSCJAG00000003150
ENSMUSG00000006311,ENSCJAG00000041554
ENSMUSG00000036733,ENSCJAG00000010220
ENSMUSG00000098590,ENSCJAG00000042439
ENSMUSG00000032101,ENSCJAG00000008600
ENSMUSG00000029314,ENSCJAG00000005314
ENSMUSG00000028743,ENSCJAG00000045281
ENSMUSG00000020788,ENSCJAG00000011617
ENSMUSG00000032103,ENSCJAG00000046645
ENSMUSG00000028741,ENSCJAG00000006812
ENSMUSG00000078762,ENSCJAG00000010239
ENSMUSG00000050555,ENSCJAG00000060937
ENSMUSG00000024065,ENSCJAG00000071840
ENSMUSG00000074452,ENSCJAG00000004329
ENSMUSG00000061979,ENSCJAG00000014924
ENSMUSG00000052469,ENSCJAG00000077331
ENSMUSG00000052469,ENSCJAG00000080705
ENSMUSG00000052469,ENSCJAG00000082400
ENSMUSG00000078517,ENSCJAG00000006824
ENSMUSG00000008813,ENSCJAG00000009590
ENSMUSG00000032099,ENSCJAG00000070669
ENSMUSG00000063870,ENSCJAG00000008114
ENSMUSG00000004562,ENSCJAG00000009398
ENSMUSG00000094995,ENSCJAG00000078069
ENSMUSG00000091215,ENSCJAG00000008556
ENSMUSG00000015942,ENSCJAG00000002797
ENSMUSG00000078934,ENSCJAG00000071012
ENSMUSG00000005553,ENSCJAG00000010270
ENSMUSG00000028141,ENSCJAG00000007939
ENSMUSG00000074472,ENSCJAG00000038005
ENSMUSG00000015950,ENSCJAG00000002787
ENSMUSG00000027860,ENSCJAG00000012756
ENSMUSG00000087823,ENSCJAG00000075328
ENSMUSG00000069085,ENSCJAG00000005926
ENSMUSG00000025963,ENSCJAG00000005953
ENSMUSG00000066036,ENSCJAG00000006886
ENSMUSG00000036777,ENSCJAG00000012416
ENSMUSG00000059857,ENSCJAG00000008705
ENSMUSG00000025962,ENSCJAG00000005971
ENSMUSG00000001768,ENSCJAG00000005342
ENSMUSG00000006315,ENSCJAG00000078329
ENSMUSG00000060261,ENSCJAG00000016182
ENSMUSG00000077704,ENSCJAG00000029203
ENSMUSG00000048234,ENSCJAG00000021239
ENSMUSG00000032239,ENSCJAG00000033462
ENSMUSG00000036411,ENSCJAG00000012402
ENSMUSG00000050967,ENSCJAG00000065818
ENSMUSG00000061099,ENSCJAG00000010315
ENSMUSG00000040969,ENSCJAG00000015747
ENSMUSG00000065540,ENSCJAG00000029429
ENSMUSG00000028273,ENSCJAG00000006882
ENSMUSG00000026074,ENSCJAG00000008424
ENSMUSG00000030898,ENSCJAG00000014292
ENSMUSG00000026922,ENSCJAG00000010959
ENSMUSG00000032265,ENSCJAG00000038361
ENSMUSG00000031073,ENSCJAG00000075154
ENSMUSG00000032185,ENSCJAG00000006228
ENSMUSG00000040613,ENSCJAG00000005398
ENSMUSG00000020787,ENSCJAG00000011590
ENSMUSG00000002728,ENSCJAG00000040414
ENSMUSG00000041578,ENSCJAG00000078298
ENSMUSG00000030117,ENSCJAG00000005406
ENSMUSG00000065721,ENSCJAG00000086373
ENSMUSG00000046323,ENSCJAG00000072636
ENSMUSG00000041571,ENSCJAG00000043185
ENSMUSG00000030114,ENSCJAG00000018697
ENSMUSG00000020176,ENSCJAG00000011054
ENSMUSG00000041560,ENSCJAG00000011385
ENSMUSG00002075919,ENSCJAG00000064766
ENSMUSG00002075919,ENSCJAG00000081373
ENSMUSG00002075919,ENSCJAG00000085620
ENSMUSG00002075919,ENSCJAG00000074668
ENSMUSG00002075919,ENSCJAG00000087032
ENSMUSG00002075919,ENSCJAG00000081523
ENSMUSG00002075919,ENSCJAG00000058853
ENSMUSG00002075919,ENSCJAG00000064528
ENSMUSG00002075919,ENSCJAG00000077419
ENSMUSG00002075919,ENSCJAG00000082623
ENSMUSG00002075919,ENSCJAG00000083841
ENSMUSG00002075919,ENSCJAG00000082851
ENSMUSG00002075919,ENSCJAG00000073166
ENSMUSG00002075919,ENSCJAG00000073491
ENSMUSG00002075919,ENSCJAG00000083630
ENSMUSG00002075919,ENSCJAG00000081708
ENSMUSG00002075919,ENSCJAG00000081895
ENSMUSG00002075919,ENSCJAG00000064517
ENSMUSG00002075919,ENSCJAG00000073957
ENSMUSG00002075919,ENSCJAG00000085963
ENSMUSG00002075919,ENSCJAG00000053899
ENSMUSG00000007458,ENSCJAG00000043530
ENSMUSG00000036186,ENSCJAG00000045050
ENSMUSG00000040669,ENSCJAG00000018715
ENSMUSG00000064858,ENSCJAG00000076833
ENSMUSG00000064858,ENSCJAG00000046564
ENSMUSG00000050015,ENSCJAG00000075711
ENSMUSG00000080478,ENSCJAG00000052864
ENSMUSG00000093249,ENSCJAG00000064766
ENSMUSG00000093249,ENSCJAG00000081373
ENSMUSG00000093249,ENSCJAG00000085620
ENSMUSG00000093249,ENSCJAG00000074668
ENSMUSG00000093249,ENSCJAG00000087032
ENSMUSG00000093249,ENSCJAG00000081523
ENSMUSG00000093249,ENSCJAG00000058853
ENSMUSG00000093249,ENSCJAG00000064528
ENSMUSG00000093249,ENSCJAG00000077419
ENSMUSG00000093249,ENSCJAG00000082623
ENSMUSG00000093249,ENSCJAG00000083841
ENSMUSG00000093249,ENSCJAG00000082851
ENSMUSG00000093249,ENSCJAG00000073166
ENSMUSG00000093249,ENSCJAG00000073491
ENSMUSG00000093249,ENSCJAG00000083630
ENSMUSG00000093249,ENSCJAG00000081708
ENSMUSG00000093249,ENSCJAG00000081895
ENSMUSG00000093249,ENSCJAG00000064517
ENSMUSG00000093249,ENSCJAG00000073957
ENSMUSG00000093249,ENSCJAG00000085963
ENSMUSG00000093249,ENSCJAG00000053899
ENSMUSG00000074364,ENSCJAG00000011415
ENSMUSG00000075383,ENSCJAG00000021773
ENSMUSG00000026919,ENSCJAG00000017975
ENSMUSG00000070808,ENSCJAG00000011418
ENSMUSG00000075382,ENSCJAG00000021773
ENSMUSG00000001767,ENSCJAG00000005393
ENSMUSG00000032420,ENSCJAG00000015234
ENSMUSG00000078796,ENSCJAG00000011435
ENSMUSG00000032422,ENSCJAG00000015255
ENSMUSG00000055088,ENSCJAG00000020076
ENSMUSG00000015787,ENSCJAG00000017944
ENSMUSG00000006024,ENSCJAG00000042205
ENSMUSG00000036160,ENSCJAG00000085079
ENSMUSG00000049295,ENSCJAG00000047622
ENSMUSG00000020785,ENSCJAG00000011552
ENSMUSG00000006021,ENSCJAG00000011460
ENSMUSG00000015776,ENSCJAG00000077420
ENSMUSG00000015776,ENSCJAG00000076939
ENSMUSG00000039838,ENSCJAG00000000330
ENSMUSG00000072571,ENSCJAG00000047766
ENSMUSG00000020867,ENSCJAG00000018727
ENSMUSG00000030376,ENSCJAG00000070619
ENSMUSG00000037143,ENSCJAG00000005444
ENSMUSG00000014592,ENSCJAG00000000258
ENSMUSG00000065853,ENSCJAG00000059042
ENSMUSG00000040649,ENSCJAG00000018810
ENSMUSG00000060373,ENSCJAG00000023213
ENSMUSG00000060373,ENSCJAG00000009354
ENSMUSG00000060373,ENSCJAG00000016319
ENSMUSG00000060373,ENSCJAG00000073156
ENSMUSG00000025102,ENSCJAG00000015877
ENSMUSG00000025102,ENSCJAG00000082269
ENSMUSG00000025103,ENSCJAG00000083105
ENSMUSG00000030116,ENSCJAG00000018846
ENSMUSG00000060913,ENSCJAG00000009384
ENSMUSG00000038623,ENSCJAG00000015800
ENSMUSG00000068917,ENSCJAG00000008447
ENSMUSG00000040627,ENSCJAG00000018856
ENSMUSG00000025104,ENSCJAG00000015775
ENSMUSG00000032423,ENSCJAG00000015352
ENSMUSG00000049018,ENSCJAG00000022331
ENSMUSG00000030284,ENSCJAG00000016240
ENSMUSG00000062647,ENSCJAG00000085562
ENSMUSG00000039768,ENSCJAG00000000242
ENSMUSG00000007946,ENSCJAG00000015188
ENSMUSG00000032737,ENSCJAG00000015191
ENSMUSG00000068154,ENSCJAG00000040556
ENSMUSG00000009030,ENSCJAG00000087386
ENSMUSG00000051936,ENSCJAG00000013813
ENSMUSG00000029883,ENSCJAG00000062999
ENSMUSG00000001016,ENSCJAG00000005062
ENSMUSG00000001016,ENSCJAG00000010264
ENSMUSG00000026073,ENSCJAG00000008399
ENSMUSG00000065258,ENSCJAG00000060485
ENSMUSG00000065258,ENSCJAG00000073072
ENSMUSG00000065258,ENSCJAG00000074658
ENSMUSG00000064829,ENSCJAG00000083563
ENSMUSG00000064829,ENSCJAG00000078231
ENSMUSG00000064829,ENSCJAG00000062255
ENSMUSG00000065295,ENSCJAG00000032072
ENSMUSG00000065295,ENSCJAG00000086776
ENSMUSG00000065295,ENSCJAG00000071205
ENSMUSG00000065295,ENSCJAG00000077426
ENSMUSG00000065295,ENSCJAG00000071920
ENSMUSG00000005102,ENSCJAG00000020915
ENSMUSG00000094808,ENSCJAG00000013826
ENSMUSG00000096525,ENSCJAG00000013826
ENSMUSG00000050107,ENSCJAG00000023439
ENSMUSG00000005950,ENSCJAG00000007148
ENSMUSG00000090553,ENSCJAG00000046841
ENSMUSG00000029882,ENSCJAG00000013826
ENSMUSG00000001018,ENSCJAG00000010373
ENSMUSG00000076463,ENSCJAG00000076376
ENSMUSG00000107486,ENSCJAG00000013834
ENSMUSG00000022102,ENSCJAG00000020429
ENSMUSG00000039759,ENSCJAG00000000237
ENSMUSG00000076465,ENSCJAG00000085489
ENSMUSG00000076465,ENSCJAG00000060470
ENSMUSG00000001017,ENSCJAG00000010383
ENSMUSG00000095574,ENSCJAG00000062848
ENSMUSG00000095574,ENSCJAG00000086627
ENSMUSG00000095574,ENSCJAG00000057767
ENSMUSG00000047777,ENSCJAG00000063633
ENSMUSG00000076467,ENSCJAG00000066829
ENSMUSG00000076467,ENSCJAG00000036987
ENSMUSG00000094525,ENSCJAG00000062848
ENSMUSG00000094525,ENSCJAG00000086627
ENSMUSG00000094525,ENSCJAG00000057767
ENSMUSG00000076469,ENSCJAG00000066829
ENSMUSG00000076469,ENSCJAG00000036987
ENSMUSG00000076470,ENSCJAG00000066829
ENSMUSG00000076470,ENSCJAG00000036987
ENSMUSG00000073700,ENSCJAG00000047266
ENSMUSG00000076471,ENSCJAG00000074318
ENSMUSG00000076472,ENSCJAG00000047149
ENSMUSG00000076472,ENSCJAG00000084269
ENSMUSG00000076472,ENSCJAG00000061683
ENSMUSG00000047260,ENSCJAG00000007143
ENSMUSG00000028952,ENSCJAG00000000225
ENSMUSG00000076474,ENSCJAG00000075995
ENSMUSG00000040158,ENSCJAG00000007138
ENSMUSG00000076475,ENSCJAG00000064112
ENSMUSG00000022103,ENSCJAG00000020432
ENSMUSG00000076477,ENSCJAG00000045448
ENSMUSG00000051998,ENSCJAG00000006659
ENSMUSG00000076478,ENSCJAG00000068401
ENSMUSG00000076479,ENSCJAG00000068401
ENSMUSG00000026463,ENSCJAG00000006561
ENSMUSG00000032725,ENSCJAG00000015212
ENSMUSG00000076480,ENSCJAG00000085994
ENSMUSG00000020173,ENSCJAG00000013648
ENSMUSG00000054106,ENSCJAG00000045322
ENSMUSG00000036938,ENSCJAG00000045322
ENSMUSG00000028950,ENSCJAG00000000215
ENSMUSG00000071521,ENSCJAG00000045322
ENSMUSG00000028948,ENSCJAG00000042175
ENSMUSG00000044080,ENSCJAG00000080659
ENSMUSG00000071519,ENSCJAG00000045322
ENSMUSG00000042312,ENSCJAG00000010417
ENSMUSG00000058119,ENSCJAG00000045322
ENSMUSG00000071517,ENSCJAG00000045322
ENSMUSG00000074457,ENSCJAG00000071085
ENSMUSG00000036402,ENSCJAG00000077874
ENSMUSG00000084456,ENSCJAG00000057985
ENSMUSG00000094018,ENSCJAG00000067896
ENSMUSG00000001021,ENSCJAG00000086166
ENSMUSG00000001020,ENSCJAG00000083026
ENSMUSG00000078630,ENSCJAG00000046450
ENSMUSG00000001023,ENSCJAG00000046945
ENSMUSG00000001025,ENSCJAG00000009092
ENSMUSG00000051276,ENSCJAG00000022478
ENSMUSG00000027680,ENSCJAG00000012802
ENSMUSG00000042333,ENSCJAG00000002555
ENSMUSG00000036390,ENSCJAG00000083486
ENSMUSG00000036371,ENSCJAG00000035375
ENSMUSG00000036371,ENSCJAG00000017440
ENSMUSG00000048001,ENSCJAG00000002549
ENSMUSG00000033487,ENSCJAG00000008978
ENSMUSG00000029056,ENSCJAG00000002520
ENSMUSG00000119666,ENSCJAG00000062825
ENSMUSG00000119432,ENSCJAG00000062825
ENSMUSG00000084703,ENSCJAG00000042945
ENSMUSG00000066306,ENSCJAG00000015253
ENSMUSG00000089034,ENSCJAG00000030827
ENSMUSG00000090693,ENSCJAG00000000830
ENSMUSG00000005949,ENSCJAG00000007114
ENSMUSG00000119485,ENSCJAG00000062825
ENSMUSG00000032187,ENSCJAG00000005936
ENSMUSG00000025925,ENSCJAG00000047203
ENSMUSG00000032719,ENSCJAG00000040235
ENSMUSG00000084845,ENSCJAG00000037689
ENSMUSG00000067795,ENSCJAG00000038933
ENSMUSG00000048834,ENSCJAG00000077052
ENSMUSG00000028403,ENSCJAG00000041430
ENSMUSG00000018341,ENSCJAG00000017427
ENSMUSG00000070427,ENSCJAG00000015324
ENSMUSG00000005951,ENSCJAG00000007109
ENSMUSG00000015790,ENSCJAG00000009542
ENSMUSG00000038192,ENSCJAG00000012238
ENSMUSG00000030662,ENSCJAG00000004323
ENSMUSG00000025921,ENSCJAG00000043881
ENSMUSG00000044254,ENSCJAG00000015682
ENSMUSG00000064512,ENSCJAG00000074976
ENSMUSG00000064512,ENSCJAG00000025525
ENSMUSG00000064512,ENSCJAG00000084032
ENSMUSG00000078974,ENSCJAG00000051708
ENSMUSG00000076539,ENSCJAG00000059289
ENSMUSG00000076540,ENSCJAG00000059289
ENSMUSG00000025920,ENSCJAG00000009484
ENSMUSG00000027679,ENSCJAG00000012795
ENSMUSG00000027679,ENSCJAG00000085340
ENSMUSG00000027679,ENSCJAG00000002569
ENSMUSG00000027679,ENSCJAG00000077741
ENSMUSG00000027679,ENSCJAG00000071875
ENSMUSG00000027679,ENSCJAG00000083774
ENSMUSG00000076541,ENSCJAG00000059289
ENSMUSG00000094315,ENSCJAG00000059289
ENSMUSG00000025418,ENSCJAG00000042101
ENSMUSG00000076543,ENSCJAG00000059289
ENSMUSG00000085933,ENSCJAG00000015669
ENSMUSG00000076545,ENSCJAG00000059289
ENSMUSG00000073028,ENSCJAG00000059289
ENSMUSG00000028609,ENSCJAG00000042378
ENSMUSG00000119782,ENSCJAG00000087276
ENSMUSG00000076547,ENSCJAG00000059289
ENSMUSG00000001506,ENSCJAG00000003818
ENSMUSG00000074637,ENSCJAG00000008401
ENSMUSG00000076550,ENSCJAG00000059289
ENSMUSG00000094262,ENSCJAG00000059289
ENSMUSG00000025764,ENSCJAG00000003295
ENSMUSG00000075376,ENSCJAG00000020050
ENSMUSG00000076552,ENSCJAG00000059289
ENSMUSG00000094006,ENSCJAG00000059289
ENSMUSG00000030649,ENSCJAG00000069144
ENSMUSG00000030649,ENSCJAG00000067708
ENSMUSG00000095633,ENSCJAG00000059289
ENSMUSG00000062751,ENSCJAG00000045322
ENSMUSG00000028608,ENSCJAG00000004526
ENSMUSG00000057163,ENSCJAG00000045322
ENSMUSG00000025555,ENSCJAG00000004456
ENSMUSG00000033917,ENSCJAG00000054845
ENSMUSG00000076490,ENSCJAG00000085776
ENSMUSG00000033904,ENSCJAG00000009768
ENSMUSG00000063410,ENSCJAG00000004508
ENSMUSG00000076498,ENSCJAG00000085776
ENSMUSG00000065569,ENSCJAG00000026023
ENSMUSG00000009549,ENSCJAG00000073634
ENSMUSG00000029869,ENSCJAG00000018986
ENSMUSG00000025557,ENSCJAG00000020832
ENSMUSG00000038717,ENSCJAG00000042981
ENSMUSG00000038717,ENSCJAG00000070243
ENSMUSG00000038717,ENSCJAG00000083662
ENSMUSG00000038717,ENSCJAG00000076596
ENSMUSG00000038717,ENSCJAG00000086420
ENSMUSG00000038717,ENSCJAG00000081448
ENSMUSG00000038717,ENSCJAG00000055817
ENSMUSG00000077756,ENSCJAG00000024149
ENSMUSG00000066798,ENSCJAG00000020049
ENSMUSG00000005952,ENSCJAG00000007063
ENSMUSG00000050714,ENSCJAG00000021770
ENSMUSG00000059890,ENSCJAG00000013223
