human_gene,macaque_gene
ENSG00000153933,ENSMFAG00000042785
ENSG00000130640,ENSMFAG00000036721
ENSG00000164530,ENSMFAG00000043273
ENSG00000186446,ENSMFAG00000058338
ENSG00000170310,ENSMFAG00000032279
ENSG00000064999,ENSMFAG00000003052
ENSG00000244607,ENSMFAG00000042613
ENSG00000068028,ENSMFAG00000032634
ENSG00000125386,ENSMFAG00000045259
ENSG00000128805,ENSMFAG00000000983
ENSG00000176974,ENSMFAG00000034627
ENSG00000132153,ENSMFAG00000033894
ENSG00000184743,ENSMFAG00000035680
ENSG00000137710,ENSMFAG00000031656
ENSG00000204130,ENSMFAG00000008200
ENSG00000110880,ENSMFAG00000044006
ENSG00000204348,ENSMFAG00000042173
ENSG00000186204,ENSMFAG00000045394
ENSG00000198546,ENSMFAG00000044733
ENSG00000124786,ENSMFAG00000000520
ENSG00000150051,ENSMFAG00000048058
ENSG00000134802,ENSMFAG00000033094
ENSG00000051382,ENSMFAG00000002622
ENSG00000136758,ENSMFAG00000041596
ENSG00000142046,ENSMFAG00000032068
ENSG00000186867,ENSMFAG00000039454
ENSG00000138660,ENSMFAG00000064871
ENSG00000086967,ENSMFAG00000001470
ENSG00000121892,ENSMFAG00000043276
ENSG00000161813,ENSMFAG00000043681
ENSG00000111850,ENSMFAG00000000775
ENSG00000133393,ENSMFAG00000000648
ENSG00000112414,ENSMFAG00000001233
ENSG00000120539,ENSMFAG00000031733
ENSG00000126457,ENSMFAG00000043429
ENSG00000140688,ENSMFAG00000032375
ENSG00000154822,ENSMFAG00000000647
ENSG00000172765,ENSMFAG00000045092
ENSG00000188316,ENSMFAG00000038492
ENSG00000133665,ENSMFAG00000031434
ENSG00000166780,ENSMFAG00000005809
ENSG00000151461,ENSMFAG00000043865
ENSG00000168447,ENSMFAG00000037482
ENSG00000204560,ENSMFAG00000003575
ENSG00000121879,ENSMFAG00000045156
ENSG00000160654,ENSMFAG00000040063
ENSG00000162129,ENSMFAG00000039603
ENSG00000241935,ENSMFAG00000061572
ENSG00000079689,ENSMFAG00000000166
ENSG00000107651,ENSMFAG00000042549
ENSG00000204564,ENSMFAG00000000438
ENSG00000105329,ENSMFAG00000040753
ENSG00000164051,ENSMFAG00000035841
ENSG00000237441,ENSMFAG00000039597
ENSG00000198093,ENSMFAG00000045470
ENSG00000205609,ENSMFAG00000041930
ENSG00000113924,ENSMFAG00000041993
ENSG00000274523,ENSMFAG00000021544
ENSG00000181852,ENSMFAG00000001215
ENSG00000089847,ENSMFAG00000038641
ENSG00000187535,ENSMFAG00000038575
ENSG00000121064,ENSMFAG00000040982
ENSG00000156515,ENSMFAG00000036059
ENSG00000172725,ENSMFAG00000037995
ENSG00000145390,ENSMFAG00000045201
ENSG00000146535,ENSMFAG00000046194
ENSG00000167674,ENSMFAG00000000309
ENSG00000110958,ENSMFAG00000031266
ENSG00000110958,ENSMFAG00000053036
ENSG00000164638,ENSMFAG00000039217
ENSG00000163975,ENSMFAG00000038521
ENSG00000158006,ENSMFAG00000037812
ENSG00000154274,ENSMFAG00000035785
ENSG00000196704,ENSMFAG00000038772
ENSG00000164038,ENSMFAG00000046399
ENSG00000081800,ENSMFAG00000030904
ENSG00000164068,ENSMFAG00000028385
ENSG00000157570,ENSMFAG00000054272
ENSG00000100726,ENSMFAG00000037116
ENSG00000239857,ENSMFAG00000042875
ENSG00000167528,ENSMFAG00000042792
ENSG00000135324,ENSMFAG00000038052
ENSG00000117266,ENSMFAG00000003017
ENSG00000112182,ENSMFAG00000040061
ENSG00000163072,ENSMFAG00000031990
ENSG00000108604,ENSMFAG00000038469
ENSG00000108604,ENSMFAG00000056288
ENSG00000139579,ENSMFAG00000000354
ENSG00000174945,ENSMFAG00000045552
ENSG00000163104,ENSMFAG00000042606
ENSG00000096070,ENSMFAG00000000567
ENSG00000096070,ENSMFAG00000059871
ENSG00000162174,ENSMFAG00000036351
ENSG00000167676,ENSMFAG00000000239
ENSG00000171115,ENSMFAG00000002026
ENSG00000174586,ENSMFAG00000002465
ENSG00000106105,ENSMFAG00000038863
ENSG00000018236,ENSMFAG00000035494
ENSG00000109944,ENSMFAG00000036541
ENSG00000131115,ENSMFAG00000036737
ENSG00000108094,ENSMFAG00000044478
ENSG00000170962,ENSMFAG00000035368
ENSG00000106302,ENSMFAG00000042410
ENSG00000076053,ENSMFAG00000000965
ENSG00000053900,ENSMFAG00000037891
ENSG00000069122,ENSMFAG00000037042
ENSG00000170892,ENSMFAG00000044825
ENSG00000175274,ENSMFAG00000035363
ENSG00000136243,ENSMFAG00000002902
ENSG00000115241,ENSMFAG00000035526
ENSG00000204842,ENSMFAG00000000374
ENSG00000108823,ENSMFAG00000029765
ENSG00000186522,ENSMFAG00000044989
ENSG00000006747,ENSMFAG00000028723
ENSG00000171208,ENSMFAG00000000612
ENSG00000172893,ENSMFAG00000003021
ENSG00000179144,ENSMFAG00000036396
ENSG00000158769,ENSMFAG00000046174
ENSG00000164647,ENSMFAG00000035452
ENSG00000102921,ENSMFAG00000025909
ENSG00000128595,ENSMFAG00000033268
ENSG00000133195,ENSMFAG00000031162
ENSG00000075399,ENSMFAG00000032869
ENSG00000135899,ENSMFAG00000034455
ENSG00000121486,ENSMFAG00000037592
ENSG00000073670,ENSMFAG00000035588
ENSG00000172197,ENSMFAG00000002593
ENSG00000248098,ENSMFAG00000041490
ENSG00000102878,ENSMFAG00000032308
ENSG00000079819,ENSMFAG00000025691
ENSG00000082512,ENSMFAG00000040124
ENSG00000127884,ENSMFAG00000042550
ENSG00000184619,ENSMFAG00000061139
ENSG00000007062,ENSMFAG00000043852
ENSG00000154240,ENSMFAG00000038512
ENSG00000068831,ENSMFAG00000019272
ENSG00000168395,ENSMFAG00000035525
ENSG00000188234,ENSMFAG00000036510
ENSG00000186474,ENSMFAG00000039970
ENSG00000156374,ENSMFAG00000001835
ENSG00000106348,ENSMFAG00000035403
ENSG00000173846,ENSMFAG00000039359
ENSG00000103064,ENSMFAG00000038675
ENSG00000187699,ENSMFAG00000055553
ENSG00000167658,ENSMFAG00000040276
ENSG00000167658,ENSMFAG00000040640
ENSG00000156931,ENSMFAG00000044357
ENSG00000120594,ENSMFAG00000045260
ENSG00000003402,ENSMFAG00000042284
ENSG00000187134,ENSMFAG00000003114
ENSG00000197471,ENSMFAG00000042820
ENSG00000140993,ENSMFAG00000013017
ENSG00000168404,ENSMFAG00000042010
ENSG00000160049,ENSMFAG00000033729
ENSG00000108511,ENSMFAG00000002294
ENSG00000107960,ENSMFAG00000041817
ENSG00000272636,ENSMFAG00000048901
ENSG00000154099,ENSMFAG00000039701
ENSG00000124422,ENSMFAG00000000538
ENSG00000159166,ENSMFAG00000044742
ENSG00000197343,ENSMFAG00000037712
ENSG00000198046,ENSMFAG00000037010
ENSG00000133392,ENSMFAG00000036773
ENSG00000117625,ENSMFAG00000000464
ENSG00000060971,ENSMFAG00000044207
ENSG00000126460,ENSMFAG00000034285
ENSG00000155229,ENSMFAG00000044772
ENSG00000221909,ENSMFAG00000030317
ENSG00000168090,ENSMFAG00000041812
ENSG00000154096,ENSMFAG00000041030
ENSG00000013441,ENSMFAG00000030719
ENSG00000131408,ENSMFAG00000000532
ENSG00000173120,ENSMFAG00000031721
ENSG00000158715,ENSMFAG00000045958
ENSG00000172819,ENSMFAG00000016523
ENSG00000118263,ENSMFAG00000039083
ENSG00000136193,ENSMFAG00000037021
ENSG00000198860,ENSMFAG00000037321
ENSG00000180871,ENSMFAG00000054938
ENSG00000106100,ENSMFAG00000034463
ENSG00000114982,ENSMFAG00000036793
ENSG00000074201,ENSMFAG00000043186
ENSG00000121481,ENSMFAG00000036583
ENSG00000163430,ENSMFAG00000036133
ENSG00000159346,ENSMFAG00000007141
ENSG00000141219,ENSMFAG00000046042
ENSG00000163902,ENSMFAG00000003642
ENSG00000166527,ENSMFAG00000041454
ENSG00000106049,ENSMFAG00000035636
ENSG00000275700,ENSMFAG00000003108
ENSG00000164124,ENSMFAG00000036003
ENSG00000197063,ENSMFAG00000050292
ENSG00000168389,ENSMFAG00000003330
ENSG00000168256,ENSMFAG00000031841
ENSG00000197461,ENSMFAG00000044686
ENSG00000135506,ENSMFAG00000033882
ENSG00000169402,ENSMFAG00000030711
ENSG00000197013,ENSMFAG00000041253
ENSG00000108107,ENSMFAG00000043131
ENSG00000204278,ENSMFAG00000052430
ENSG00000144021,ENSMFAG00000031754
ENSG00000073792,ENSMFAG00000039540
ENSG00000159640,ENSMFAG00000041823
ENSG00000144320,ENSMFAG00000002105
ENSG00000136280,ENSMFAG00000001936
ENSG00000160013,ENSMFAG00000002915
ENSG00000131400,ENSMFAG00000042537
ENSG00000085871,ENSMFAG00000046340
ENSG00000243943,ENSMFAG00000032585
ENSG00000198077,ENSMFAG00000043489
ENSG00000198077,ENSMFAG00000037343
ENSG00000198077,ENSMFAG00000032459
ENSG00000198077,ENSMFAG00000042150
ENSG00000185519,ENSMFAG00000003119
ENSG00000181031,ENSMFAG00000064361
ENSG00000224420,ENSMFAG00000029240
ENSG00000143367,ENSMFAG00000034076
ENSG00000099331,ENSMFAG00000046135
ENSG00000138031,ENSMFAG00000038483
ENSG00000073849,ENSMFAG00000062040
ENSG00000107968,ENSMFAG00000035171
ENSG00000214102,ENSMFAG00000038833
ENSG00000105997,ENSMFAG00000053957
ENSG00000119912,ENSMFAG00000001464
ENSG00000156928,ENSMFAG00000043713
ENSG00000087085,ENSMFAG00000037867
ENSG00000110660,ENSMFAG00000041696
ENSG00000196511,ENSMFAG00000035720
ENSG00000182704,ENSMFAG00000024120
ENSG00000160352,ENSMFAG00000033982
ENSG00000157353,ENSMFAG00000036078
ENSG00000110786,ENSMFAG00000034300
ENSG00000158796,ENSMFAG00000040064
ENSG00000234906,ENSMFAG00000024498
ENSG00000107566,ENSMFAG00000042046
ENSG00000128626,ENSMFAG00000044563
ENSG00000165732,ENSMFAG00000044838
ENSG00000105486,ENSMFAG00000010948
ENSG00000106400,ENSMFAG00000034086
ENSG00000145375,ENSMFAG00000043145
ENSG00000169313,ENSMFAG00000036474
ENSG00000163617,ENSMFAG00000034408
ENSG00000023228,ENSMFAG00000039201
ENSG00000106565,ENSMFAG00000044472
ENSG00000061918,ENSMFAG00000043875
ENSG00000272573,ENSMFAG00000038131
ENSG00000166579,ENSMFAG00000038556
ENSG00000176142,ENSMFAG00000046062
ENSG00000150773,ENSMFAG00000014227
ENSG00000197769,ENSMFAG00000062303
ENSG00000197769,ENSMFAG00000039495
ENSG00000187098,ENSMFAG00000038478
ENSG00000132256,ENSMFAG00000044304
ENSG00000103168,ENSMFAG00000003245
ENSG00000029153,ENSMFAG00000002262
ENSG00000109099,ENSMFAG00000045679
ENSG00000065154,ENSMFAG00000038400
ENSG00000065154,ENSMFAG00000055347
ENSG00000121210,ENSMFAG00000002070
ENSG00000143850,ENSMFAG00000042643
ENSG00000133794,ENSMFAG00000034184
ENSG00000138107,ENSMFAG00000041926
ENSG00000135127,ENSMFAG00000003401
ENSG00000166321,ENSMFAG00000037900
ENSG00000105983,ENSMFAG00000031812
ENSG00000108679,ENSMFAG00000031173
ENSG00000151491,ENSMFAG00000001399
ENSG00000057608,ENSMFAG00000030976
ENSG00000111912,ENSMFAG00000044102
ENSG00000204920,ENSMFAG00000038456
ENSG00000159714,ENSMFAG00000037894
ENSG00000187091,ENSMFAG00000042898
ENSG00000137221,ENSMFAG00000030989
ENSG00000164305,ENSMFAG00000036969
ENSG00000169727,ENSMFAG00000035839
ENSG00000118162,ENSMFAG00000039746
ENSG00000015171,ENSMFAG00000000418
ENSG00000077009,ENSMFAG00000033332
ENSG00000128604,ENSMFAG00000043616
ENSG00000152082,ENSMFAG00000004020
ENSG00000132016,ENSMFAG00000036981
ENSG00000197756,ENSMFAG00000043631
ENSG00000114166,ENSMFAG00000035980
ENSG00000130755,ENSMFAG00000036870
ENSG00000138061,ENSMFAG00000031004
ENSG00000143390,ENSMFAG00000033452
ENSG00000184378,ENSMFAG00000039587
ENSG00000162267,ENSMFAG00000038762
ENSG00000152518,ENSMFAG00000063384
ENSG00000115289,ENSMFAG00000003993
ENSG00000006611,ENSMFAG00000000184
ENSG00000185163,ENSMFAG00000031189
ENSG00000012061,ENSMFAG00000001814
ENSG00000135297,ENSMFAG00000042481
ENSG00000105993,ENSMFAG00000036682
ENSG00000171103,ENSMFAG00000039558
ENSG00000111737,ENSMFAG00000038261
ENSG00000114268,ENSMFAG00000001535
ENSG00000135945,ENSMFAG00000043534
ENSG00000184574,ENSMFAG00000064722
ENSG00000132274,ENSMFAG00000032674
ENSG00000198040,ENSMFAG00000033974
ENSG00000211455,ENSMFAG00000030945
ENSG00000167770,ENSMFAG00000033654
ENSG00000143393,ENSMFAG00000004350
ENSG00000120457,ENSMFAG00000041999
ENSG00000166025,ENSMFAG00000032749
ENSG00000177575,ENSMFAG00000030782
ENSG00000121073,ENSMFAG00000025107
ENSG00000076706,ENSMFAG00000041611
ENSG00000168028,ENSMFAG00000001626
ENSG00000136490,ENSMFAG00000063413
ENSG00000002933,ENSMFAG00000001658
ENSG00000066405,ENSMFAG00000041655
ENSG00000198863,ENSMFAG00000004015
ENSG00000053328,ENSMFAG00000002281
ENSG00000143952,ENSMFAG00000042525
ENSG00000167080,ENSMFAG00000003631
ENSG00000186340,ENSMFAG00000038327
ENSG00000110844,ENSMFAG00000035637
ENSG00000072864,ENSMFAG00000000424
ENSG00000152952,ENSMFAG00000038516
ENSG00000090006,ENSMFAG00000031222
ENSG00000151503,ENSMFAG00000039895
ENSG00000085377,ENSMFAG00000038505
ENSG00000241468,ENSMFAG00000036062
ENSG00000241468,ENSMFAG00000058281
ENSG00000241468,ENSMFAG00000013019
ENSG00000103227,ENSMFAG00000031494
ENSG00000143164,ENSMFAG00000043317
ENSG00000114209,ENSMFAG00000045071
ENSG00000114209,ENSMFAG00000007500
ENSG00000105875,ENSMFAG00000003112
ENSG00000141013,ENSMFAG00000029755
ENSG00000008394,ENSMFAG00000033109
ENSG00000115295,ENSMFAG00000044119
ENSG00000124780,ENSMFAG00000046219
ENSG00000052344,ENSMFAG00000032014
ENSG00000118407,ENSMFAG00000001452
ENSG00000124587,ENSMFAG00000034586
ENSG00000162009,ENSMFAG00000042162
ENSG00000146755,ENSMFAG00000030567
ENSG00000124067,ENSMFAG00000038855
ENSG00000137507,ENSMFAG00000039295
ENSG00000111731,ENSMFAG00000038900
ENSG00000135218,ENSMFAG00000044200
ENSG00000133316,ENSMFAG00000034162
ENSG00000125458,ENSMFAG00000030011
ENSG00000130810,ENSMFAG00000042854
ENSG00000170542,ENSMFAG00000042251
ENSG00000196535,ENSMFAG00000036928
ENSG00000189164,ENSMFAG00000000061
ENSG00000151502,ENSMFAG00000038681
ENSG00000213722,ENSMFAG00000035624
ENSG00000125734,ENSMFAG00000038700
ENSG00000167771,ENSMFAG00000039149
ENSG00000182272,ENSMFAG00000039389
ENSG00000112079,ENSMFAG00000000825
ENSG00000137757,ENSMFAG00000063780
ENSG00000204257,ENSMFAG00000042109
ENSG00000135596,ENSMFAG00000042065
ENSG00000151348,ENSMFAG00000043519
ENSG00000090520,ENSMFAG00000036164
ENSG00000070950,ENSMFAG00000028864
ENSG00000198440,ENSMFAG00000025865
ENSG00000079263,ENSMFAG00000046412
ENSG00000104783,ENSMFAG00000038433
ENSG00000103415,ENSMFAG00000030777
ENSG00000181092,ENSMFAG00000000511
ENSG00000168026,ENSMFAG00000045979
ENSG00000104853,ENSMFAG00000030269
ENSG00000109072,ENSMFAG00000033337
ENSG00000110328,ENSMFAG00000041231
ENSG00000144959,ENSMFAG00000043084
ENSG00000087111,ENSMFAG00000043947
ENSG00000114770,ENSMFAG00000038091
ENSG00000050165,ENSMFAG00000043096
ENSG00000108771,ENSMFAG00000034530
ENSG00000168288,ENSMFAG00000001801
ENSG00000161031,ENSMFAG00000024296
ENSG00000185615,ENSMFAG00000003199
ENSG00000155592,ENSMFAG00000037378
ENSG00000184009,ENSMFAG00000030086
ENSG00000105643,ENSMFAG00000003817
ENSG00000162065,ENSMFAG00000041890
ENSG00000140682,ENSMFAG00000041546
ENSG00000182749,ENSMFAG00000029286
ENSG00000272886,ENSMFAG00000040374
ENSG00000162889,ENSMFAG00000033489
ENSG00000172243,ENSMFAG00000031774
ENSG00000162227,ENSMFAG00000030912
ENSG00000168917,ENSMFAG00000016006
ENSG00000130762,ENSMFAG00000046261
ENSG00000156976,ENSMFAG00000044567
ENSG00000239305,ENSMFAG00000044056
ENSG00000170581,ENSMFAG00000037100
ENSG00000006607,ENSMFAG00000044112
ENSG00000110429,ENSMFAG00000044515
ENSG00000116478,ENSMFAG00000001093
ENSG00000116478,ENSMFAG00000005442
ENSG00000162032,ENSMFAG00000031888
ENSG00000141030,ENSMFAG00000001157
ENSG00000197580,ENSMFAG00000037360
ENSG00000175048,ENSMFAG00000041727
ENSG00000117143,ENSMFAG00000042529
ENSG00000135521,ENSMFAG00000041256
ENSG00000114745,ENSMFAG00000000701
ENSG00000161999,ENSMFAG00000042974
ENSG00000137409,ENSMFAG00000058882
ENSG00000126749,ENSMFAG00000037142
ENSG00000137310,ENSMFAG00000037749
ENSG00000174233,ENSMFAG00000039058
ENSG00000112655,ENSMFAG00000044413
ENSG00000084090,ENSMFAG00000045448
ENSG00000073921,ENSMFAG00000002978
ENSG00000198520,ENSMFAG00000040974
ENSG00000135476,ENSMFAG00000031428
ENSG00000103266,ENSMFAG00000031388
ENSG00000181856,ENSMFAG00000030627
ENSG00000176597,ENSMFAG00000011168
ENSG00000058668,ENSMFAG00000010073
ENSG00000162924,ENSMFAG00000038696
ENSG00000114331,ENSMFAG00000039260
ENSG00000139163,ENSMFAG00000056470
ENSG00000058600,ENSMFAG00000035515
ENSG00000139405,ENSMFAG00000043305
ENSG00000055332,ENSMFAG00000030576
ENSG00000004142,ENSMFAG00000033246
ENSG00000070961,ENSMFAG00000045257
ENSG00000087903,ENSMFAG00000036589
ENSG00000186532,ENSMFAG00000032240
ENSG00000143457,ENSMFAG00000042364
ENSG00000171790,ENSMFAG00000041721
ENSG00000167281,ENSMFAG00000002247
ENSG00000163913,ENSMFAG00000030257
ENSG00000077549,ENSMFAG00000037255
ENSG00000177990,ENSMFAG00000034063
ENSG00000177990,ENSMFAG00000034279
ENSG00000170049,ENSMFAG00000040577
ENSG00000133317,ENSMFAG00000041888
ENSG00000031698,ENSMFAG00000049041
ENSG00000031698,ENSMFAG00000043301
ENSG00000109079,ENSMFAG00000033389
ENSG00000120262,ENSMFAG00000034314
ENSG00000163541,ENSMFAG00000043267
ENSG00000180917,ENSMFAG00000001058
ENSG00000109906,ENSMFAG00000008415
ENSG00000154174,ENSMFAG00000039250
ENSG00000197912,ENSMFAG00000001315
ENSG00000204574,ENSMFAG00000001346
ENSG00000196510,ENSMFAG00000030528
ENSG00000105705,ENSMFAG00000031157
ENSG00000109111,ENSMFAG00000040784
ENSG00000071282,ENSMFAG00000033976
ENSG00000187231,ENSMFAG00000013388
ENSG00000133321,ENSMFAG00000035178
ENSG00000075239,ENSMFAG00000044957
ENSG00000077097,ENSMFAG00000043890
ENSG00000186283,ENSMFAG00000041376
ENSG00000011523,ENSMFAG00000041409
ENSG00000153956,ENSMFAG00000045083
ENSG00000110057,ENSMFAG00000043671
ENSG00000163328,ENSMFAG00000035341
ENSG00000135678,ENSMFAG00000040543
ENSG00000178078,ENSMFAG00000030521
ENSG00000172830,ENSMFAG00000002317
ENSG00000130340,ENSMFAG00000036869
ENSG00000085465,ENSMFAG00000034315
ENSG00000265808,ENSMFAG00000043165
ENSG00000130023,ENSMFAG00000040535
ENSG00000111144,ENSMFAG00000000948
ENSG00000198797,ENSMFAG00000036550
ENSG00000197024,ENSMFAG00000032929
ENSG00000091140,ENSMFAG00000002432
ENSG00000143643,ENSMFAG00000038133
ENSG00000241553,ENSMFAG00000038887
ENSG00000131097,ENSMFAG00000045678
ENSG00000019485,ENSMFAG00000045073
ENSG00000124839,ENSMFAG00000036950
ENSG00000172543,ENSMFAG00000002290
ENSG00000141127,ENSMFAG00000038101
ENSG00000171148,ENSMFAG00000044750
ENSG00000250067,ENSMFAG00000011503
ENSG00000146457,ENSMFAG00000035453
ENSG00000110675,ENSMFAG00000039699
ENSG00000138035,ENSMFAG00000001927
ENSG00000256269,ENSMFAG00000032079
ENSG00000063046,ENSMFAG00000037195
ENSG00000063046,ENSMFAG00000050305
ENSG00000063046,ENSMFAG00000044995
ENSG00000257103,ENSMFAG00000006057
ENSG00000078401,ENSMFAG00000038328
ENSG00000105889,ENSMFAG00000035452
ENSG00000182580,ENSMFAG00000037014
ENSG00000166501,ENSMFAG00000031022
ENSG00000118503,ENSMFAG00000000326
ENSG00000183696,ENSMFAG00000003183
ENSG00000163636,ENSMFAG00000040782
ENSG00000118495,ENSMFAG00000041193
ENSG00000077463,ENSMFAG00000001546
ENSG00000142794,ENSMFAG00000052922
ENSG00000142794,ENSMFAG00000034507
ENSG00000142794,ENSMFAG00000046003
ENSG00000160808,ENSMFAG00000033860
ENSG00000131148,ENSMFAG00000034372
ENSG00000135763,ENSMFAG00000039905
ENSG00000139626,ENSMFAG00000044578
ENSG00000167191,ENSMFAG00000043980
ENSG00000187608,ENSMFAG00000041386
ENSG00000152904,ENSMFAG00000033173
ENSG00000130005,ENSMFAG00000041341
ENSG00000159164,ENSMFAG00000034474
ENSG00000039523,ENSMFAG00000045065
ENSG00000163681,ENSMFAG00000038300
ENSG00000105655,ENSMFAG00000044263
ENSG00000116711,ENSMFAG00000043784
ENSG00000139160,ENSMFAG00000039974
ENSG00000175224,ENSMFAG00000038288
ENSG00000157837,ENSMFAG00000037069
ENSG00000006451,ENSMFAG00000001704
ENSG00000069702,ENSMFAG00000002239
ENSG00000173208,ENSMFAG00000002050
ENSG00000115204,ENSMFAG00000003139
ENSG00000151135,ENSMFAG00000041360
ENSG00000171130,ENSMFAG00000045573
ENSG00000106018,ENSMFAG00000040359
ENSG00000102189,ENSMFAG00000000038
ENSG00000106327,ENSMFAG00000000760
ENSG00000135093,ENSMFAG00000040319
ENSG00000141294,ENSMFAG00000031915
ENSG00000133026,ENSMFAG00000039316
ENSG00000119185,ENSMFAG00000045554
ENSG00000263528,ENSMFAG00000042587
ENSG00000242173,ENSMFAG00000038549
ENSG00000151148,ENSMFAG00000032022
ENSG00000176715,ENSMFAG00000044180
ENSG00000214097,ENSMFAG00000000378
ENSG00000119227,ENSMFAG00000041828
ENSG00000168334,ENSMFAG00000047665
ENSG00000144655,ENSMFAG00000001132
ENSG00000157322,ENSMFAG00000006545
ENSG00000154743,ENSMFAG00000038583
ENSG00000134202,ENSMFAG00000035350
ENSG00000140650,ENSMFAG00000031650
ENSG00000153558,ENSMFAG00000032187
ENSG00000163531,ENSMFAG00000033112
ENSG00000065457,ENSMFAG00000026786
ENSG00000163512,ENSMFAG00000032889
ENSG00000115665,ENSMFAG00000037536
ENSG00000125124,ENSMFAG00000032963
ENSG00000136240,ENSMFAG00000038055
ENSG00000171551,ENSMFAG00000034405
ENSG00000166006,ENSMFAG00000032844
ENSG00000162458,ENSMFAG00000044716
ENSG00000105856,ENSMFAG00000030375
ENSG00000138495,ENSMFAG00000039368
ENSG00000163935,ENSMFAG00000002793
ENSG00000115808,ENSMFAG00000002106
ENSG00000182196,ENSMFAG00000034524
ENSG00000163719,ENSMFAG00000038577
ENSG00000105379,ENSMFAG00000000979
ENSG00000115419,ENSMFAG00000044211
ENSG00000234545,ENSMFAG00000046323
ENSG00000234545,ENSMFAG00000000112
ENSG00000234545,ENSMFAG00000003699
ENSG00000136630,ENSMFAG00000002500
ENSG00000117010,ENSMFAG00000000321
ENSG00000072062,ENSMFAG00000004590
ENSG00000084676,ENSMFAG00000046147
ENSG00000173039,ENSMFAG00000033297
ENSG00000129351,ENSMFAG00000039557
ENSG00000153207,ENSMFAG00000045763
ENSG00000011638,ENSMFAG00000031143
ENSG00000074660,ENSMFAG00000032062
ENSG00000078487,ENSMFAG00000044114
ENSG00000087263,ENSMFAG00000013084
ENSG00000163536,ENSMFAG00000032238
ENSG00000141699,ENSMFAG00000031382
ENSG00000122180,ENSMFAG00000043657
ENSG00000108587,ENSMFAG00000038581
ENSG00000132604,ENSMFAG00000044110
ENSG00000157445,ENSMFAG00000032351
ENSG00000188037,ENSMFAG00000038692
ENSG00000256223,ENSMFAG00000041167
ENSG00000005187,ENSMFAG00000029841
ENSG00000163093,ENSMFAG00000040347
ENSG00000254772,ENSMFAG00000007224
ENSG00000138468,ENSMFAG00000003222
ENSG00000105866,ENSMFAG00000002740
ENSG00000129657,ENSMFAG00000001823
ENSG00000089163,ENSMFAG00000038370
ENSG00000105793,ENSMFAG00000020045
ENSG00000169991,ENSMFAG00000003216
ENSG00000196208,ENSMFAG00000050503
ENSG00000196208,ENSMFAG00000044386
ENSG00000176871,ENSMFAG00000036105
ENSG00000176871,ENSMFAG00000003453
ENSG00000009780,ENSMFAG00000051312
ENSG00000051825,ENSMFAG00000046071
ENSG00000180423,ENSMFAG00000002487
ENSG00000164692,ENSMFAG00000045512
ENSG00000137478,ENSMFAG00000004075
ENSG00000008869,ENSMFAG00000032444
ENSG00000114450,ENSMFAG00000041470
ENSG00000058272,ENSMFAG00000034239
ENSG00000114767,ENSMFAG00000000887
ENSG00000130309,ENSMFAG00000034050
ENSG00000154144,ENSMFAG00000036896
ENSG00000105700,ENSMFAG00000044925
ENSG00000196639,ENSMFAG00000030336
ENSG00000182983,ENSMFAG00000056978
ENSG00000115762,ENSMFAG00000057758
ENSG00000115762,ENSMFAG00000046098
ENSG00000102890,ENSMFAG00000038390
ENSG00000160801,ENSMFAG00000033228
ENSG00000087095,ENSMFAG00000041658
ENSG00000175264,ENSMFAG00000033195
ENSG00000164896,ENSMFAG00000041547
ENSG00000177427,ENSMFAG00000040033
ENSG00000134910,ENSMFAG00000034547
ENSG00000179715,ENSMFAG00000060421
ENSG00000108557,ENSMFAG00000002488
ENSG00000256683,ENSMFAG00000039294
ENSG00000139629,ENSMFAG00000031673
ENSG00000013306,ENSMFAG00000036322
ENSG00000181666,ENSMFAG00000047542
ENSG00000213658,ENSMFAG00000034107
ENSG00000013374,ENSMFAG00000033644
ENSG00000105520,ENSMFAG00000034622
ENSG00000116237,ENSMFAG00000031889
ENSG00000171860,ENSMFAG00000062507
ENSG00000066654,ENSMFAG00000049138
ENSG00000116353,ENSMFAG00000000155
ENSG00000111641,ENSMFAG00000004333
ENSG00000116044,ENSMFAG00000041108
ENSG00000102996,ENSMFAG00000034123
ENSG00000010318,ENSMFAG00000044611
ENSG00000103423,ENSMFAG00000042573
ENSG00000170325,ENSMFAG00000031008
ENSG00000119535,ENSMFAG00000032558
ENSG00000206561,ENSMFAG00000053084
ENSG00000184110,ENSMFAG00000041930
ENSG00000058804,ENSMFAG00000036304
ENSG00000172992,ENSMFAG00000059706
ENSG00000115415,ENSMFAG00000036957
ENSG00000153767,ENSMFAG00000002539
ENSG00000171631,ENSMFAG00000028522
ENSG00000071189,ENSMFAG00000039975
ENSG00000070476,ENSMFAG00000035930
ENSG00000178921,ENSMFAG00000002499
ENSG00000177600,ENSMFAG00000040006
ENSG00000122417,ENSMFAG00000017081
ENSG00000135365,ENSMFAG00000043688
ENSG00000181722,ENSMFAG00000046230
ENSG00000161944,ENSMFAG00000051211
ENSG00000127955,ENSMFAG00000001117
ENSG00000139211,ENSMFAG00000036236
ENSG00000171847,ENSMFAG00000062329
ENSG00000171847,ENSMFAG00000057761
ENSG00000171847,ENSMFAG00000047283
ENSG00000151239,ENSMFAG00000002340
ENSG00000153187,ENSMFAG00000037308
ENSG00000106066,ENSMFAG00000000559
ENSG00000214376,ENSMFAG00000054321
ENSG00000137634,ENSMFAG00000026064
ENSG00000136052,ENSMFAG00000045731
