human_gene,marmoset_gene
ENSG00000182150,ENSCJAG00000043554
ENSG00000174231,ENSCJAG00000001911
ENSG00000113758,ENSCJAG00000006729
ENSG00000100767,ENSCJAG00000014352
ENSG00000080345,ENSCJAG00000003138
ENSG00000140557,ENSCJAG00000072840
ENSG00000138802,ENSCJAG00000016082
ENSG00000130595,ENSCJAG00000018439
ENSG00000137843,ENSCJAG00000020882
ENSG00000114248,ENSCJAG00000002610
ENSG00000111801,ENSCJAG00000011068
ENSG00000073578,ENSCJAG00000017583
ENSG00000069329,ENSCJAG00000010203
ENSG00000121542,ENSCJAG00000007704
ENSG00000117090,ENSCJAG00000005699
ENSG00000269113,ENSCJAG00000042725
ENSG00000187735,ENSCJAG00000014407
ENSG00000165548,ENSCJAG00000016712
ENSG00000181885,ENSCJAG00000016622
ENSG00000163539,ENSCJAG00000012094
ENSG00000117174,ENSCJAG00000007041
ENSG00000215126,ENSCJAG00000070173
ENSG00000215126,ENSCJAG00000008658
ENSG00000215126,ENSCJAG00000010423
ENSG00000215126,ENSCJAG00000032275
ENSG00000131848,ENSCJAG00000081168
ENSG00000131848,ENSCJAG00000057012
ENSG00000131848,ENSCJAG00000085043
ENSG00000140254,ENSCJAG00000002289
ENSG00000162551,ENSCJAG00000006148
ENSG00000141034,ENSCJAG00000009068
ENSG00000100889,ENSCJAG00000007267
ENSG00000107263,ENSCJAG00000008301
ENSG00000137200,ENSCJAG00000005567
ENSG00000121005,ENSCJAG00000000549
ENSG00000165704,ENSCJAG00000004273
ENSG00000174652,ENSCJAG00000006176
ENSG00000256525,ENSCJAG00000019350
ENSG00000140848,ENSCJAG00000012206
ENSG00000143340,ENSCJAG00000008093
ENSG00000154511,ENSCJAG00000017678
ENSG00000114978,ENSCJAG00000043659
ENSG00000184368,ENSCJAG00000005383
ENSG00000143195,ENSCJAG00000017212
ENSG00000258315,ENSCJAG00000085189
ENSG00000258315,ENSCJAG00000045672
ENSG00000152944,ENSCJAG00000083235
ENSG00000135317,ENSCJAG00000015255
ENSG00000143971,ENSCJAG00000006604
ENSG00000158987,ENSCJAG00000014433
ENSG00000196505,ENSCJAG00000005808
ENSG00000198393,ENSCJAG00000013090
ENSG00000177303,ENSCJAG00000014303
ENSG00000198554,ENSCJAG00000018208
ENSG00000104825,ENSCJAG00000013991
ENSG00000198522,ENSCJAG00000046633
ENSG00000075415,ENSCJAG00000081141
ENSG00000187954,ENSCJAG00000021410
ENSG00000128585,ENSCJAG00000016384
ENSG00000023287,ENSCJAG00000014530
ENSG00000183508,ENSCJAG00000039217
ENSG00000188786,ENSCJAG00000002097
ENSG00000012124,ENSCJAG00000010380
ENSG00000184860,ENSCJAG00000054745
ENSG00000196581,ENSCJAG00000026490
ENSG00000235387,ENSCJAG00000045403
ENSG00000189067,ENSCJAG00000016057
ENSG00000106686,ENSCJAG00000011136
ENSG00000072694,ENSCJAG00000004742
ENSG00000171033,ENSCJAG00000082645
ENSG00000102226,ENSCJAG00000012294
ENSG00000002726,ENSCJAG00000020136
ENSG00000168434,ENSCJAG00000020599
ENSG00000104213,ENSCJAG00000011634
ENSG00000104267,ENSCJAG00000000351
ENSG00000198265,ENSCJAG00000032527
ENSG00000106665,ENSCJAG00000003947
ENSG00000121022,ENSCJAG00000004632
ENSG00000101849,ENSCJAG00000000909
ENSG00000134247,ENSCJAG00000005961
ENSG00000198856,ENSCJAG00000080504
ENSG00000162642,ENSCJAG00000063173
ENSG00000162642,ENSCJAG00000007022
ENSG00000178537,ENSCJAG00000003285
ENSG00000162676,ENSCJAG00000017609
ENSG00000239779,ENSCJAG00000017511
ENSG00000092036,ENSCJAG00000008389
ENSG00000092036,ENSCJAG00000041362
ENSG00000138780,ENSCJAG00000015763
ENSG00000104432,ENSCJAG00000000494
ENSG00000122140,ENSCJAG00000010436
ENSG00000080572,ENSCJAG00000007925
ENSG00000163428,ENSCJAG00000008751
ENSG00000196465,ENSCJAG00000011620
ENSG00000117425,ENSCJAG00000004303
ENSG00000080819,ENSCJAG00000000664
ENSG00000160446,ENSCJAG00000020184
ENSG00000129422,ENSCJAG00000011583
ENSG00000147166,ENSCJAG00000013429
ENSG00000007306,ENSCJAG00000037018
ENSG00000007306,ENSCJAG00000012987
ENSG00000102962,ENSCJAG00000086967
ENSG00000134686,ENSCJAG00000001193
ENSG00000134419,ENSCJAG00000074465
ENSG00000198399,ENSCJAG00000007772
ENSG00000078725,ENSCJAG00000020375
ENSG00000172995,ENSCJAG00000012301
ENSG00000104852,ENSCJAG00000000193
ENSG00000198000,ENSCJAG00000039875
ENSG00000151247,ENSCJAG00000007151
ENSG00000181264,ENSCJAG00000014193
ENSG00000197375,ENSCJAG00000012972
ENSG00000136213,ENSCJAG00000001423
ENSG00000142959,ENSCJAG00000004212
ENSG00000188883,ENSCJAG00000032351
ENSG00000148925,ENSCJAG00000010121
ENSG00000262814,ENSCJAG00000001652
ENSG00000136250,ENSCJAG00000012461
ENSG00000151725,ENSCJAG00000044593
ENSG00000162687,ENSCJAG00000008469
ENSG00000133687,ENSCJAG00000042593
ENSG00000167447,ENSCJAG00000001649
ENSG00000173826,ENSCJAG00000019748
ENSG00000090863,ENSCJAG00000014476
ENSG00000161558,ENSCJAG00000000479
ENSG00000113658,ENSCJAG00000005968
ENSG00000071127,ENSCJAG00000011293
ENSG00000125731,ENSCJAG00000036290
ENSG00000167536,ENSCJAG00000013243
ENSG00000146530,ENSCJAG00000000800
ENSG00000112685,ENSCJAG00000019533
ENSG00000104324,ENSCJAG00000020579
ENSG00000109103,ENSCJAG00000001100
ENSG00000109103,ENSCJAG00000012712
ENSG00000183160,ENSCJAG00000086609
ENSG00000177706,ENSCJAG00000048288
ENSG00000186185,ENSCJAG00000012595
ENSG00000115875,ENSCJAG00000015185
ENSG00000139714,ENSCJAG00000016990
ENSG00000145736,ENSCJAG00000016246
ENSG00000105072,ENSCJAG00000013966
ENSG00000033170,ENSCJAG00000003756
ENSG00000168067,ENSCJAG00000002730
ENSG00000162931,ENSCJAG00000016765
ENSG00000185122,ENSCJAG00000021431
ENSG00000049130,ENSCJAG00000019661
ENSG00000049130,ENSCJAG00000078453
ENSG00000151726,ENSCJAG00000005780
ENSG00000146729,ENSCJAG00000021290
ENSG00000136840,ENSCJAG00000055323
ENSG00000185324,ENSCJAG00000010752
ENSG00000161654,ENSCJAG00000048480
ENSG00000170498,ENSCJAG00000016902
ENSG00000203985,ENSCJAG00000004890
ENSG00000124459,ENSCJAG00000013375
ENSG00000108592,ENSCJAG00000019631
ENSG00000139620,ENSCJAG00000020735
ENSG00000086061,ENSCJAG00000063697
ENSG00000086061,ENSCJAG00000008022
ENSG00000141756,ENSCJAG00000012179
ENSG00000118733,ENSCJAG00000041573
ENSG00000106113,ENSCJAG00000008694
ENSG00000130038,ENSCJAG00000018917
ENSG00000018510,ENSCJAG00000021508
ENSG00000158008,ENSCJAG00000009501
ENSG00000103375,ENSCJAG00000020747
ENSG00000137145,ENSCJAG00000020600
ENSG00000136999,ENSCJAG00000005759
ENSG00000140274,ENSCJAG00000002302
ENSG00000239839,ENSCJAG00000003884
ENSG00000158869,ENSCJAG00000004958
ENSG00000172840,ENSCJAG00000016637
ENSG00000174226,ENSCJAG00000015820
ENSG00000166946,ENSCJAG00000002983
ENSG00000197147,ENSCJAG00000001922
ENSG00000111716,ENSCJAG00000084278
ENSG00000111716,ENSCJAG00000047275
ENSG00000162086,ENSCJAG00000036662
ENSG00000196449,ENSCJAG00000002078
ENSG00000125675,ENSCJAG00000016110
ENSG00000106034,ENSCJAG00000017180
ENSG00000104763,ENSCJAG00000014144
ENSG00000090565,ENSCJAG00000011897
ENSG00000160678,ENSCJAG00000080659
ENSG00000173914,ENSCJAG00000085947
ENSG00000160838,ENSCJAG00000006379
ENSG00000122223,ENSCJAG00000005583
ENSG00000136935,ENSCJAG00000006745
ENSG00000166037,ENSCJAG00000004281
ENSG00000134594,ENSCJAG00000070720
ENSG00000197937,ENSCJAG00000044749
ENSG00000141562,ENSCJAG00000017926
ENSG00000105894,ENSCJAG00000012786
ENSG00000105894,ENSCJAG00000082943
ENSG00000126777,ENSCJAG00000018382
ENSG00000096088,ENSCJAG00000004226
ENSG00000121152,ENSCJAG00000007660
ENSG00000130787,ENSCJAG00000016370
ENSG00000172775,ENSCJAG00000012189
ENSG00000128989,ENSCJAG00000078368
ENSG00000112033,ENSCJAG00000015604
ENSG00000146802,ENSCJAG00000016982
ENSG00000113328,ENSCJAG00000015341
ENSG00000233041,ENSCJAG00000020860
ENSG00000128829,ENSCJAG00000020915
ENSG00000163378,ENSCJAG00000013564
ENSG00000006459,ENSCJAG00000013403
ENSG00000107186,ENSCJAG00000011950
ENSG00000134363,ENSCJAG00000001590
ENSG00000010072,ENSCJAG00000018340
ENSG00000135387,ENSCJAG00000010542
ENSG00000090674,ENSCJAG00000008429
ENSG00000170296,ENSCJAG00000044745
ENSG00000177879,ENSCJAG00000016767
ENSG00000143382,ENSCJAG00000006555
ENSG00000122507,ENSCJAG00000009008
ENSG00000102225,ENSCJAG00000012261
ENSG00000157500,ENSCJAG00000010992
ENSG00000076382,ENSCJAG00000012848
ENSG00000168938,ENSCJAG00000065144
ENSG00000110955,ENSCJAG00000043934
ENSG00000110955,ENSCJAG00000033571
ENSG00000113643,ENSCJAG00000015491
ENSG00000146426,ENSCJAG00000012559
ENSG00000105221,ENSCJAG00000014574
ENSG00000162695,ENSCJAG00000003508
ENSG00000067221,ENSCJAG00000017932
ENSG00000158089,ENSCJAG00000003150
ENSG00000134240,ENSCJAG00000019899
ENSG00000127325,ENSCJAG00000001684
ENSG00000174669,ENSCJAG00000001496
ENSG00000163785,ENSCJAG00000002792
ENSG00000109066,ENSCJAG00000084308
ENSG00000196660,ENSCJAG00000004103
ENSG00000136425,ENSCJAG00000010115
ENSG00000213047,ENSCJAG00000004852
ENSG00000135404,ENSCJAG00000007935
ENSG00000057019,ENSCJAG00000000646
ENSG00000129255,ENSCJAG00000015095
ENSG00000181991,ENSCJAG00000013012
ENSG00000034510,ENSCJAG00000086618
ENSG00000151715,ENSCJAG00000009149
ENSG00000140320,ENSCJAG00000020849
ENSG00000084693,ENSCJAG00000001279
ENSG00000143067,ENSCJAG00000022909
ENSG00000085382,ENSCJAG00000001597
ENSG00000187678,ENSCJAG00000044286
ENSG00000157823,ENSCJAG00000083796
ENSG00000020922,ENSCJAG00000003984
ENSG00000113648,ENSCJAG00000005818
ENSG00000228474,ENSCJAG00000047403
ENSG00000103196,ENSCJAG00000004090
ENSG00000115738,ENSCJAG00000006037
ENSG00000170275,ENSCJAG00000011966
ENSG00000152253,ENSCJAG00000006242
ENSG00000141480,ENSCJAG00000012115
ENSG00000114790,ENSCJAG00000001036
ENSG00000162396,ENSCJAG00000074829
ENSG00000181754,ENSCJAG00000075465
ENSG00000052723,ENSCJAG00000012663
ENSG00000140395,ENSCJAG00000010208
ENSG00000132207,ENSCJAG00000072749
ENSG00000186063,ENSCJAG00000079237
ENSG00000167701,ENSCJAG00000021404
ENSG00000180772,ENSCJAG00000002516
ENSG00000185278,ENSCJAG00000009215
ENSG00000158109,ENSCJAG00000002752
ENSG00000198821,ENSCJAG00000017048
ENSG00000157150,ENSCJAG00000038791
ENSG00000115364,ENSCJAG00000017116
ENSG00000115364,ENSCJAG00000086098
ENSG00000091527,ENSCJAG00000002998
ENSG00000140403,ENSCJAG00000010194
ENSG00000134323,ENSCJAG00000039364
ENSG00000168438,ENSCJAG00000005410
ENSG00000064225,ENSCJAG00000000658
ENSG00000158874,ENSCJAG00000084877
ENSG00000115687,ENSCJAG00000073377
ENSG00000105963,ENSCJAG00000015811
ENSG00000181195,ENSCJAG00000016597
ENSG00000072818,ENSCJAG00000016450
ENSG00000170619,ENSCJAG00000042992
ENSG00000064995,ENSCJAG00000015388
ENSG00000163239,ENSCJAG00000009543
ENSG00000164944,ENSCJAG00000000064
ENSG00000137185,ENSCJAG00000018658
ENSG00000162702,ENSCJAG00000005104
ENSG00000265491,ENSCJAG00000002332
ENSG00000147862,ENSCJAG00000012155
ENSG00000140326,ENSCJAG00000001935
ENSG00000026652,ENSCJAG00000012323
ENSG00000175482,ENSCJAG00000085771
ENSG00000169972,ENSCJAG00000010972
ENSG00000116833,ENSCJAG00000005055
ENSG00000149292,ENSCJAG00000012306
ENSG00000108839,ENSCJAG00000016940
ENSG00000112053,ENSCJAG00000015817
ENSG00000261787,ENSCJAG00000044889
ENSG00000131459,ENSCJAG00000010359
ENSG00000205189,ENSCJAG00000000454
ENSG00000141349,ENSCJAG00000051252
ENSG00000111203,ENSCJAG00000018765
ENSG00000173698,ENSCJAG00000005571
ENSG00000158806,ENSCJAG00000020389
ENSG00000170315,ENSCJAG00000065452
ENSG00000142875,ENSCJAG00000007331
ENSG00000132424,ENSCJAG00000001335
ENSG00000137860,ENSCJAG00000002124
ENSG00000175711,ENSCJAG00000017835
ENSG00000250571,ENSCJAG00000047319
ENSG00000124570,ENSCJAG00000047812
ENSG00000124570,ENSCJAG00000010562
ENSG00000069431,ENSCJAG00000042358
ENSG00000106462,ENSCJAG00000067675
ENSG00000106462,ENSCJAG00000010084
ENSG00000163249,ENSCJAG00000002901
ENSG00000113048,ENSCJAG00000016356
ENSG00000275835,ENSCJAG00000005261
ENSG00000147457,ENSCJAG00000020123
ENSG00000123609,ENSCJAG00000003127
ENSG00000179832,ENSCJAG00000021442
ENSG00000163694,ENSCJAG00000019385
ENSG00000198612,ENSCJAG00000040503
ENSG00000074370,ENSCJAG00000011617
ENSG00000175229,ENSCJAG00000001701
ENSG00000130803,ENSCJAG00000006214
ENSG00000198722,ENSCJAG00000009239
ENSG00000173715,ENSCJAG00000001212
ENSG00000137819,ENSCJAG00000042293
ENSG00000164855,ENSCJAG00000001475
ENSG00000143252,ENSCJAG00000004757
ENSG00000144045,ENSCJAG00000017388
ENSG00000103876,ENSCJAG00000007600
ENSG00000196345,ENSCJAG00000077069
ENSG00000130844,ENSCJAG00000055375
ENSG00000131730,ENSCJAG00000019489
ENSG00000135930,ENSCJAG00000012387
ENSG00000135930,ENSCJAG00000013786
ENSG00000135930,ENSCJAG00000061556
ENSG00000121931,ENSCJAG00000013162
ENSG00000186088,ENSCJAG00000006020
ENSG00000158477,ENSCJAG00000084412
ENSG00000158477,ENSCJAG00000061526
ENSG00000158477,ENSCJAG00000053142
ENSG00000158477,ENSCJAG00000000919
ENSG00000174099,ENSCJAG00000086549
ENSG00000143278,ENSCJAG00000008392
ENSG00000138641,ENSCJAG00000006525
ENSG00000132855,ENSCJAG00000016461
ENSG00000136068,ENSCJAG00000019764
ENSG00000164867,ENSCJAG00000020179
ENSG00000163739,ENSCJAG00000078187
ENSG00000179403,ENSCJAG00000060872
ENSG00000073331,ENSCJAG00000003780
ENSG00000171385,ENSCJAG00000013456
ENSG00000198369,ENSCJAG00000006693
ENSG00000176783,ENSCJAG00000009844
ENSG00000173598,ENSCJAG00000084713
ENSG00000068654,ENSCJAG00000019547
ENSG00000108344,ENSCJAG00000041751
ENSG00000007933,ENSCJAG00000042102
ENSG00000048342,ENSCJAG00000012270
ENSG00000179912,ENSCJAG00000007365
ENSG00000179912,ENSCJAG00000052259
ENSG00000203710,ENSCJAG00000079270
ENSG00000133574,ENSCJAG00000051224
ENSG00000110514,ENSCJAG00000020045
ENSG00000171848,ENSCJAG00000006533
ENSG00000128563,ENSCJAG00000042036
ENSG00000064692,ENSCJAG00000017196
ENSG00000091136,ENSCJAG00000016477
ENSG00000108830,ENSCJAG00000047924
ENSG00000181690,ENSCJAG00000016621
ENSG00000181610,ENSCJAG00000077536
ENSG00000181610,ENSCJAG00000014008
ENSG00000133739,ENSCJAG00000000393
ENSG00000185527,ENSCJAG00000044903
ENSG00000160551,ENSCJAG00000013516
ENSG00000152894,ENSCJAG00000003496
ENSG00000143061,ENSCJAG00000006006
ENSG00000148110,ENSCJAG00000013248
ENSG00000109680,ENSCJAG00000021004
ENSG00000167840,ENSCJAG00000011531
ENSG00000153317,ENSCJAG00000012483
ENSG00000171763,ENSCJAG00000002067
ENSG00000181284,ENSCJAG00000016369
ENSG00000176083,ENSCJAG00000009793
ENSG00000183011,ENSCJAG00000014843
ENSG00000166920,ENSCJAG00000071931
ENSG00000196730,ENSCJAG00000005569
ENSG00000121101,ENSCJAG00000073487
ENSG00000140497,ENSCJAG00000015565
ENSG00000121316,ENSCJAG00000021618
ENSG00000124383,ENSCJAG00000019423
ENSG00000085831,ENSCJAG00000021569
ENSG00000153561,ENSCJAG00000019387
ENSG00000111481,ENSCJAG00000044368
ENSG00000111481,ENSCJAG00000055933
ENSG00000111481,ENSCJAG00000018887
ENSG00000021574,ENSCJAG00000003248
ENSG00000068745,ENSCJAG00000003247
ENSG00000092531,ENSCJAG00000002994
ENSG00000104537,ENSCJAG00000000819
ENSG00000155959,ENSCJAG00000004338
ENSG00000171566,ENSCJAG00000001846
ENSG00000170577,ENSCJAG00000039065
ENSG00000171227,ENSCJAG00000032138
ENSG00000089685,ENSCJAG00000045315
ENSG00000115825,ENSCJAG00000003965
ENSG00000175727,ENSCJAG00000020340
ENSG00000197976,ENSCJAG00000041692
ENSG00000154589,ENSCJAG00000000577
ENSG00000164211,ENSCJAG00000046512
ENSG00000136960,ENSCJAG00000005628
ENSG00000185753,ENSCJAG00000047750
ENSG00000109016,ENSCJAG00000018837
ENSG00000179299,ENSCJAG00000019381
ENSG00000182492,ENSCJAG00000011493
ENSG00000131096,ENSCJAG00000010381
ENSG00000141027,ENSCJAG00000012051
ENSG00000119231,ENSCJAG00000013704
ENSG00000115282,ENSCJAG00000042312
ENSG00000171560,ENSCJAG00000001810
ENSG00000089248,ENSCJAG00000048643
ENSG00000204178,ENSCJAG00000018625
ENSG00000198055,ENSCJAG00000006775
ENSG00000138674,ENSCJAG00000004799
ENSG00000131370,ENSCJAG00000080725
ENSG00000161638,ENSCJAG00000018921
ENSG00000058404,ENSCJAG00000008079
ENSG00000124486,ENSCJAG00000004005
ENSG00000172339,ENSCJAG00000058282
ENSG00000131747,ENSCJAG00000013478
ENSG00000116299,ENSCJAG00000002736
ENSG00000130475,ENSCJAG00000013943
ENSG00000162971,ENSCJAG00000004155
ENSG00000103942,ENSCJAG00000015884
ENSG00000004897,ENSCJAG00000019890
ENSG00000151353,ENSCJAG00000011644
ENSG00000089225,ENSCJAG00000009744
ENSG00000135924,ENSCJAG00000077997
ENSG00000167178,ENSCJAG00000068388
ENSG00000156802,ENSCJAG00000000868
ENSG00000130741,ENSCJAG00000004867
ENSG00000130741,ENSCJAG00000039431
ENSG00000120727,ENSCJAG00000006982
ENSG00000140470,ENSCJAG00000017094
ENSG00000114867,ENSCJAG00000014999
ENSG00000167302,ENSCJAG00000000052
ENSG00000116030,ENSCJAG00000023203
ENSG00000187325,ENSCJAG00000019520
ENSG00000185551,ENSCJAG00000047032
ENSG00000001497,ENSCJAG00000001434
ENSG00000186628,ENSCJAG00000015939
ENSG00000090104,ENSCJAG00000008708
ENSG00000204815,ENSCJAG00000036444
ENSG00000066583,ENSCJAG00000041714
ENSG00000169242,ENSCJAG00000009031
ENSG00000167105,ENSCJAG00000073201
ENSG00000113578,ENSCJAG00000075128
ENSG00000104611,ENSCJAG00000014251
ENSG00000162777,ENSCJAG00000047311
ENSG00000169764,ENSCJAG00000006960
ENSG00000108849,ENSCJAG00000086810
ENSG00000187742,ENSCJAG00000007806
ENSG00000109083,ENSCJAG00000023418
ENSG00000103353,ENSCJAG00000020614
ENSG00000103353,ENSCJAG00000038289
ENSG00000163154,ENSCJAG00000046203
ENSG00000116704,ENSCJAG00000017361
ENSG00000160972,ENSCJAG00000021405
ENSG00000135424,ENSCJAG00000008045
ENSG00000174010,ENSCJAG00000051881
ENSG00000116218,ENSCJAG00000008137
ENSG00000101868,ENSCJAG00000004743
ENSG00000117091,ENSCJAG00000005681
ENSG00000166887,ENSCJAG00000003170
ENSG00000178307,ENSCJAG00000018834
ENSG00000188910,ENSCJAG00000001380
ENSG00000185722,ENSCJAG00000011723
ENSG00000158485,ENSCJAG00000086724
ENSG00000112186,ENSCJAG00000006598
ENSG00000075391,ENSCJAG00000008458
ENSG00000055163,ENSCJAG00000018862
ENSG00000141084,ENSCJAG00000016055
ENSG00000143167,ENSCJAG00000017174
ENSG00000148384,ENSCJAG00000010776
ENSG00000072310,ENSCJAG00000008953
ENSG00000197816,ENSCJAG00000010698
ENSG00000147180,ENSCJAG00000010311
ENSG00000267206,ENSCJAG00000010994
ENSG00000006555,ENSCJAG00000015639
ENSG00000144580,ENSCJAG00000011079
ENSG00000106868,ENSCJAG00000017674
ENSG00000119280,ENSCJAG00000012038
ENSG00000198734,ENSCJAG00000010195
ENSG00000091651,ENSCJAG00000010280
ENSG00000165591,ENSCJAG00000085583
ENSG00000128656,ENSCJAG00000008041
ENSG00000050820,ENSCJAG00000014296
ENSG00000182220,ENSCJAG00000003800
ENSG00000143257,ENSCJAG00000004783
ENSG00000103852,ENSCJAG00000016950
ENSG00000167863,ENSCJAG00000075708
ENSG00000167863,ENSCJAG00000082842
ENSG00000167863,ENSCJAG00000076993
ENSG00000167863,ENSCJAG00000014622
ENSG00000167863,ENSCJAG00000086079
ENSG00000167863,ENSCJAG00000039306
ENSG00000221829,ENSCJAG00000009059
ENSG00000144567,ENSCJAG00000046567
ENSG00000178188,ENSCJAG00000006210
ENSG00000120071,ENSCJAG00000019927
ENSG00000147475,ENSCJAG00000002768
ENSG00000181315,ENSCJAG00000011175
ENSG00000119777,ENSCJAG00000001317
ENSG00000153721,ENSCJAG00000012720
ENSG00000168096,ENSCJAG00000019862
ENSG00000197608,ENSCJAG00000056860
ENSG00000161298,ENSCJAG00000009464
ENSG00000086666,ENSCJAG00000007572
ENSG00000112062,ENSCJAG00000041232
ENSG00000095059,ENSCJAG00000005244
ENSG00000160445,ENSCJAG00000020189
ENSG00000179950,ENSCJAG00000021485
ENSG00000138085,ENSCJAG00000001170
ENSG00000173065,ENSCJAG00000082214
ENSG00000185236,ENSCJAG00000010778
ENSG00000074047,ENSCJAG00000013342
ENSG00000135486,ENSCJAG00000082801
ENSG00000135486,ENSCJAG00000085031
ENSG00000099866,ENSCJAG00000012849
ENSG00000119888,ENSCJAG00000000624
ENSG00000183048,ENSCJAG00000001659
ENSG00000007038,ENSCJAG00000044190
ENSG00000288920,ENSCJAG00000083473
ENSG00000288920,ENSCJAG00000009675
ENSG00000172432,ENSCJAG00000005800
ENSG00000130479,ENSCJAG00000013920
ENSG00000129636,ENSCJAG00000018388
ENSG00000124491,ENSCJAG00000021366
ENSG00000187595,ENSCJAG00000047842
ENSG00000213977,ENSCJAG00000007138
ENSG00000007312,ENSCJAG00000019471
ENSG00000163214,ENSCJAG00000015097
ENSG00000112699,ENSCJAG00000019610
ENSG00000106723,ENSCJAG00000038940
ENSG00000169683,ENSCJAG00000018201
ENSG00000111817,ENSCJAG00000004530
ENSG00000116857,ENSCJAG00000075235
ENSG00000162076,ENSCJAG00000047776
ENSG00000115944,ENSCJAG00000061936
ENSG00000197062,ENSCJAG00000018640
ENSG00000169217,ENSCJAG00000007235
ENSG00000011485,ENSCJAG00000011891
ENSG00000224389,ENSCJAG00000068335
ENSG00000183808,ENSCJAG00000000124
ENSG00000169896,ENSCJAG00000047996
ENSG00000176390,ENSCJAG00000039568
ENSG00000165071,ENSCJAG00000004582
ENSG00000254685,ENSCJAG00000047253
ENSG00000176978,ENSCJAG00000012949
ENSG00000115355,ENSCJAG00000009891
ENSG00000136463,ENSCJAG00000019741
ENSG00000116981,ENSCJAG00000002566
ENSG00000177459,ENSCJAG00000015555
ENSG00000139053,ENSCJAG00000044288
ENSG00000075461,ENSCJAG00000057540
ENSG00000203724,ENSCJAG00000004910
ENSG00000188522,ENSCJAG00000001155
ENSG00000133878,ENSCJAG00000007554
ENSG00000134716,ENSCJAG00000016130
ENSG00000087995,ENSCJAG00000033545
ENSG00000087470,ENSCJAG00000018143
ENSG00000179526,ENSCJAG00000021452
ENSG00000169862,ENSCJAG00000009238
ENSG00000108468,ENSCJAG00000042052
ENSG00000108468,ENSCJAG00000023449
ENSG00000214046,ENSCJAG00000013936
ENSG00000119487,ENSCJAG00000006963
ENSG00000117834,ENSCJAG00000021271
ENSG00000167258,ENSCJAG00000008635
ENSG00000103269,ENSCJAG00000012045
ENSG00000164929,ENSCJAG00000043716
ENSG00000179632,ENSCJAG00000021450
ENSG00000175832,ENSCJAG00000010626
ENSG00000040199,ENSCJAG00000015005
ENSG00000050130,ENSCJAG00000018970
ENSG00000006015,ENSCJAG00000007459
ENSG00000184908,ENSCJAG00000008426
ENSG00000184908,ENSCJAG00000081309
ENSG00000126266,ENSCJAG00000016221
ENSG00000198816,ENSCJAG00000045015
ENSG00000183019,ENSCJAG00000008706
ENSG00000167671,ENSCJAG00000007418
ENSG00000197249,ENSCJAG00000009782
ENSG00000183010,ENSCJAG00000018243
ENSG00000104450,ENSCJAG00000015770
ENSG00000156885,ENSCJAG00000000876
ENSG00000119392,ENSCJAG00000020060
ENSG00000103175,ENSCJAG00000013707
ENSG00000131849,ENSCJAG00000041633
ENSG00000196214,ENSCJAG00000043435
ENSG00000267680,ENSCJAG00000073033
ENSG00000078070,ENSCJAG00000005103
ENSG00000158106,ENSCJAG00000021444
ENSG00000103485,ENSCJAG00000007227
ENSG00000122203,ENSCJAG00000012337
ENSG00000142208,ENSCJAG00000009300
ENSG00000141002,ENSCJAG00000010545
ENSG00000130517,ENSCJAG00000014176
ENSG00000130726,ENSCJAG00000000240
ENSG00000177570,ENSCJAG00000046228
ENSG00000187955,ENSCJAG00000005370
ENSG00000105819,ENSCJAG00000021200
ENSG00000105819,ENSCJAG00000022309
ENSG00000188931,ENSCJAG00000023045
ENSG00000188931,ENSCJAG00000004753
ENSG00000124532,ENSCJAG00000006007
ENSG00000222046,ENSCJAG00000006772
ENSG00000181408,ENSCJAG00000039857
ENSG00000198898,ENSCJAG00000005079
ENSG00000187607,ENSCJAG00000004366
ENSG00000116337,ENSCJAG00000003092
ENSG00000131844,ENSCJAG00000016310
ENSG00000034693,ENSCJAG00000019230
ENSG00000170832,ENSCJAG00000001104
ENSG00000204386,ENSCJAG00000036139
ENSG00000159840,ENSCJAG00000009741
ENSG00000116138,ENSCJAG00000008656
ENSG00000165802,ENSCJAG00000080733
ENSG00000111885,ENSCJAG00000004049
ENSG00000204569,ENSCJAG00000019956
ENSG00000196123,ENSCJAG00000039578
ENSG00000164764,ENSCJAG00000040235
ENSG00000213024,ENSCJAG00000083208
ENSG00000213024,ENSCJAG00000044088
ENSG00000136492,ENSCJAG00000082233
ENSG00000160932,ENSCJAG00000021460
ENSG00000160932,ENSCJAG00000063162
ENSG00000103018,ENSCJAG00000067936
ENSG00000012223,ENSCJAG00000002108
ENSG00000140939,ENSCJAG00000016465
ENSG00000138594,ENSCJAG00000048246
ENSG00000164649,ENSCJAG00000001351
ENSG00000182768,ENSCJAG00000009520
ENSG00000134153,ENSCJAG00000021103
ENSG00000113108,ENSCJAG00000016553
ENSG00000160882,ENSCJAG00000021462
ENSG00000178741,ENSCJAG00000048553
ENSG00000178741,ENSCJAG00000015613
ENSG00000011007,ENSCJAG00000020934
ENSG00000118432,ENSCJAG00000000775
ENSG00000264522,ENSCJAG00000000821
ENSG00000103742,ENSCJAG00000006951
ENSG00000135338,ENSCJAG00000046658
ENSG00000278845,ENSCJAG00000008080
ENSG00000123136,ENSCJAG00000004760
ENSG00000111897,ENSCJAG00000003940
ENSG00000167889,ENSCJAG00000013327
ENSG00000143595,ENSCJAG00000009657
ENSG00000140563,ENSCJAG00000005975
ENSG00000186231,ENSCJAG00000001239
ENSG00000162747,ENSCJAG00000087008
ENSG00000117650,ENSCJAG00000015883
ENSG00000132361,ENSCJAG00000012281
