mouse_gene,macaque_gene
ENSMUSG00000055900,ENSMFAG00000000895
ENSMUSG00000028693,ENSMFAG00000043112
ENSMUSG00000031532,ENSMFAG00000046215
ENSMUSG00000077359,ENSMFAG00000013937
ENSMUSG00000040152,ENSMFAG00000033011
ENSMUSG00000056054,ENSMFAG00000039568
ENSMUSG00000056071,ENSMFAG00000045130
ENSMUSG00000031734,ENSMFAG00000032048
ENSMUSG00000042250,ENSMFAG00000002961
ENSMUSG00000057778,ENSMFAG00000041671
ENSMUSG00000035325,ENSMFAG00000001213
ENSMUSG00000038193,ENSMFAG00000046008
ENSMUSG00000026095,ENSMFAG00000039228
ENSMUSG00000096621,ENSMFAG00000045130
ENSMUSG00000038451,ENSMFAG00000036312
ENSMUSG00000121904,ENSMFAG00000045130
ENSMUSG00000027552,ENSMFAG00000056123
ENSMUSG00000052974,ENSMFAG00000048408
ENSMUSG00000020407,ENSMFAG00000003183
ENSMUSG00000023456,ENSMFAG00000032800
ENSMUSG00000023456,ENSMFAG00000003871
ENSMUSG00000027751,ENSMFAG00000031911
ENSMUSG00000026890,ENSMFAG00000044342
ENSMUSG00000024120,ENSMFAG00000041560
ENSMUSG00000058709,ENSMFAG00000046019
ENSMUSG00000117809,ENSMFAG00000049774
ENSMUSG00000028692,ENSMFAG00000036808
ENSMUSG00000053291,ENSMFAG00000033349
ENSMUSG00000038429,ENSMFAG00000000814
ENSMUSG00000004668,ENSMFAG00000002061
ENSMUSG00000025787,ENSMFAG00000040342
ENSMUSG00000021814,ENSMFAG00000043677
ENSMUSG00000065185,ENSMFAG00000050260
ENSMUSG00000028691,ENSMFAG00000062110
ENSMUSG00000025952,ENSMFAG00000047676
ENSMUSG00000061479,ENSMFAG00000041710
ENSMUSG00000073658,ENSMFAG00000052040
ENSMUSG00000023505,ENSMFAG00000042353
ENSMUSG00000032267,ENSMFAG00000042145
ENSMUSG00000044816,ENSMFAG00000003892
ENSMUSG00000119631,ENSMFAG00000024137
ENSMUSG00000027344,ENSMFAG00000031510
ENSMUSG00000037306,ENSMFAG00000034191
ENSMUSG00000078786,ENSMFAG00000003269
ENSMUSG00000025950,ENSMFAG00000037839
ENSMUSG00000023439,ENSMFAG00000029449
ENSMUSG00000121976,ENSMFAG00000001686
ENSMUSG00000121976,ENSMFAG00000029793
ENSMUSG00000096255,ENSMFAG00000033424
ENSMUSG00000003752,ENSMFAG00000002124
ENSMUSG00000118665,ENSMFAG00000031061
ENSMUSG00000050830,ENSMFAG00000051675
ENSMUSG00000035297,ENSMFAG00000045246
ENSMUSG00000000579,ENSMFAG00000033424
ENSMUSG00000003762,ENSMFAG00000038490
ENSMUSG00000095677,ENSMFAG00000033424
ENSMUSG00000037295,ENSMFAG00000065124
ENSMUSG00000036834,ENSMFAG00000042166
ENSMUSG00000027430,ENSMFAG00000044812
ENSMUSG00000027430,ENSMFAG00000034375
ENSMUSG00000088244,ENSMFAG00000004865
ENSMUSG00000025949,ENSMFAG00000041669
ENSMUSG00000046201,ENSMFAG00000032738
ENSMUSG00000070661,ENSMFAG00000030210
ENSMUSG00000040133,ENSMFAG00000039488
ENSMUSG00000041143,ENSMFAG00000032313
ENSMUSG00000027431,ENSMFAG00000050245
ENSMUSG00000062148,ENSMFAG00000050506
ENSMUSG00000062148,ENSMFAG00000055348
ENSMUSG00000062148,ENSMFAG00000059196
ENSMUSG00000026889,ENSMFAG00000000443
ENSMUSG00000004561,ENSMFAG00000043736
ENSMUSG00000038390,ENSMFAG00000037690
ENSMUSG00000023800,ENSMFAG00000000660
ENSMUSG00000023274,ENSMFAG00000041228
ENSMUSG00000029322,ENSMFAG00000001332
ENSMUSG00000063160,ENSMFAG00000024673
ENSMUSG00000032264,ENSMFAG00000005588
ENSMUSG00000026887,ENSMFAG00000044303
ENSMUSG00000089832,ENSMFAG00000041593
ENSMUSG00000063873,ENSMFAG00000037051
ENSMUSG00000029319,ENSMFAG00000033468
ENSMUSG00000028747,ENSMFAG00000032215
ENSMUSG00000030120,ENSMFAG00000060388
ENSMUSG00000041120,ENSMFAG00000037763
ENSMUSG00000035273,ENSMFAG00000030543
ENSMUSG00000050608,ENSMFAG00000037518
ENSMUSG00000028745,ENSMFAG00000037255
ENSMUSG00000047250,ENSMFAG00000046283
ENSMUSG00000035266,ENSMFAG00000040731
ENSMUSG00000030127,ENSMFAG00000038467
ENSMUSG00000040466,ENSMFAG00000040130
ENSMUSG00000025964,ENSMFAG00000030094
ENSMUSG00000072572,ENSMFAG00000046045
ENSMUSG00000026921,ENSMFAG00000043021
ENSMUSG00000004558,ENSMFAG00000032399
ENSMUSG00000055200,ENSMFAG00000034796
ENSMUSG00000008384,ENSMFAG00000030367
ENSMUSG00000053198,ENSMFAG00000044290
ENSMUSG00000030329,ENSMFAG00000001518
ENSMUSG00000036983,ENSMFAG00000031968
ENSMUSG00000020193,ENSMFAG00000042535
ENSMUSG00000032259,ENSMFAG00000043416
ENSMUSG00000091530,ENSMFAG00000024948
ENSMUSG00000023802,ENSMFAG00000032154
ENSMUSG00000040424,ENSMFAG00000043018
ENSMUSG00000016833,ENSMFAG00000036317
ENSMUSG00000016833,ENSMFAG00000003991
ENSMUSG00000040219,ENSMFAG00000001067
ENSMUSG00000020191,ENSMFAG00000045999
ENSMUSG00000003363,ENSMFAG00000031315
ENSMUSG00000043705,ENSMFAG00000004701
ENSMUSG00000038346,ENSMFAG00000037538
ENSMUSG00000065298,ENSMFAG00000014619
ENSMUSG00000020182,ENSMFAG00000025021
ENSMUSG00000035234,ENSMFAG00000000267
ENSMUSG00000028744,ENSMFAG00000038284
ENSMUSG00000024064,ENSMFAG00000002970
ENSMUSG00000006311,ENSMFAG00000042076
ENSMUSG00000036733,ENSMFAG00000002758
ENSMUSG00000098590,ENSMFAG00000038033
ENSMUSG00000032101,ENSMFAG00000040048
ENSMUSG00000029314,ENSMFAG00000056266
ENSMUSG00000028743,ENSMFAG00000059587
ENSMUSG00000028743,ENSMFAG00000056177
ENSMUSG00000020788,ENSMFAG00000001154
ENSMUSG00000032103,ENSMFAG00000041002
ENSMUSG00000028741,ENSMFAG00000033225
ENSMUSG00000078762,ENSMFAG00000001988
ENSMUSG00000050555,ENSMFAG00000010478
ENSMUSG00000024065,ENSMFAG00000033132
ENSMUSG00000074452,ENSMFAG00000003094
ENSMUSG00000061979,ENSMFAG00000021544
ENSMUSG00000052469,ENSMFAG00000032754
ENSMUSG00000052469,ENSMFAG00000045781
ENSMUSG00000078517,ENSMFAG00000000226
ENSMUSG00000008813,ENSMFAG00000001424
ENSMUSG00000032099,ENSMFAG00000045027
ENSMUSG00000068392,ENSMFAG00000055569
ENSMUSG00000063870,ENSMFAG00000003188
ENSMUSG00000004562,ENSMFAG00000023588
ENSMUSG00000094995,ENSMFAG00000052555
ENSMUSG00000091215,ENSMFAG00000000989
ENSMUSG00000091174,ENSMFAG00000052402
ENSMUSG00002075210,ENSMFAG00000014619
ENSMUSG00000119272,ENSMFAG00000051127
ENSMUSG00000005553,ENSMFAG00000038036
ENSMUSG00000028141,ENSMFAG00000000682
ENSMUSG00000074472,ENSMFAG00000044907
ENSMUSG00000015950,ENSMFAG00000038102
ENSMUSG00000057982,ENSMFAG00000032518
ENSMUSG00000027860,ENSMFAG00000000860
ENSMUSG00000087823,ENSMFAG00000055333
ENSMUSG00000115378,ENSMFAG00000031105
ENSMUSG00000069085,ENSMFAG00000044098
ENSMUSG00000062794,ENSMFAG00000032518
ENSMUSG00000066829,ENSMFAG00000032518
ENSMUSG00000025963,ENSMFAG00000035811
ENSMUSG00000066036,ENSMFAG00000035375
ENSMUSG00000036777,ENSMFAG00000045618
ENSMUSG00000059857,ENSMFAG00000036547
ENSMUSG00000025962,ENSMFAG00000033471
ENSMUSG00000001768,ENSMFAG00000002995
ENSMUSG00000006315,ENSMFAG00000038699
ENSMUSG00000060261,ENSMFAG00000031566
ENSMUSG00000077704,ENSMFAG00000012213
ENSMUSG00000048234,ENSMFAG00000038019
ENSMUSG00000032239,ENSMFAG00000051384
ENSMUSG00000032239,ENSMFAG00000001526
ENSMUSG00000036411,ENSMFAG00000029368
ENSMUSG00000050967,ENSMFAG00000043737
ENSMUSG00000061099,ENSMFAG00000037754
ENSMUSG00000040969,ENSMFAG00000041172
ENSMUSG00000057173,ENSMFAG00000034469
ENSMUSG00000065540,ENSMFAG00000014892
ENSMUSG00000028273,ENSMFAG00000030301
ENSMUSG00000026074,ENSMFAG00000030642
ENSMUSG00000026922,ENSMFAG00000034214
ENSMUSG00000032265,ENSMFAG00000063328
ENSMUSG00000031073,ENSMFAG00000043051
ENSMUSG00000032185,ENSMFAG00000036898
ENSMUSG00000040613,ENSMFAG00000000277
ENSMUSG00000020787,ENSMFAG00000038677
ENSMUSG00000041578,ENSMFAG00000039279
ENSMUSG00000030117,ENSMFAG00000038386
ENSMUSG00000065721,ENSMFAG00000017101
ENSMUSG00000046323,ENSMFAG00000061354
ENSMUSG00000046323,ENSMFAG00000035407
ENSMUSG00000041571,ENSMFAG00000057852
ENSMUSG00000030114,ENSMFAG00000003591
ENSMUSG00000020176,ENSMFAG00000002619
ENSMUSG00000041560,ENSMFAG00000045103
ENSMUSG00002075919,ENSMFAG00000054153
ENSMUSG00002075919,ENSMFAG00000057446
ENSMUSG00002075919,ENSMFAG00000053991
ENSMUSG00002075919,ENSMFAG00000057264
ENSMUSG00002075919,ENSMFAG00000049625
ENSMUSG00002075919,ENSMFAG00000053493
ENSMUSG00002075919,ENSMFAG00000049223
ENSMUSG00002075919,ENSMFAG00000051935
ENSMUSG00002075919,ENSMFAG00000059118
ENSMUSG00002075919,ENSMFAG00000065457
ENSMUSG00002075919,ENSMFAG00000050158
ENSMUSG00002075919,ENSMFAG00000051070
ENSMUSG00002075919,ENSMFAG00000052550
ENSMUSG00002075919,ENSMFAG00000052958
ENSMUSG00002075919,ENSMFAG00000054989
ENSMUSG00002075919,ENSMFAG00000054533
ENSMUSG00002075919,ENSMFAG00000054195
ENSMUSG00002075919,ENSMFAG00000052514
ENSMUSG00002075919,ENSMFAG00000051186
ENSMUSG00002075919,ENSMFAG00000060984
ENSMUSG00002075919,ENSMFAG00000055372
ENSMUSG00002075919,ENSMFAG00000055397
ENSMUSG00002075919,ENSMFAG00000054043
ENSMUSG00002075919,ENSMFAG00000048918
ENSMUSG00002075919,ENSMFAG00000061312
ENSMUSG00002075919,ENSMFAG00000054682
ENSMUSG00002075919,ENSMFAG00000052919
ENSMUSG00002075919,ENSMFAG00000063332
ENSMUSG00002075919,ENSMFAG00000058940
ENSMUSG00002075919,ENSMFAG00000063774
ENSMUSG00002075919,ENSMFAG00000062164
ENSMUSG00002075919,ENSMFAG00000065208
ENSMUSG00002075919,ENSMFAG00000053835
ENSMUSG00002075919,ENSMFAG00000064710
ENSMUSG00002075919,ENSMFAG00000047778
ENSMUSG00002075919,ENSMFAG00000060777
ENSMUSG00002075919,ENSMFAG00000057142
ENSMUSG00002075919,ENSMFAG00000056506
ENSMUSG00002075919,ENSMFAG00000048951
ENSMUSG00002075919,ENSMFAG00000064718
ENSMUSG00002075919,ENSMFAG00000057710
ENSMUSG00002075919,ENSMFAG00000058161
ENSMUSG00002075919,ENSMFAG00000054959
ENSMUSG00002075919,ENSMFAG00000060270
ENSMUSG00002075919,ENSMFAG00000056682
ENSMUSG00002075919,ENSMFAG00000058780
ENSMUSG00002075919,ENSMFAG00000060362
ENSMUSG00000007458,ENSMFAG00000003259
ENSMUSG00000075384,ENSMFAG00000043292
ENSMUSG00000036186,ENSMFAG00000045811
ENSMUSG00000040669,ENSMFAG00000007626
ENSMUSG00000064858,ENSMFAG00000027019
ENSMUSG00000064858,ENSMFAG00000026051
ENSMUSG00000050015,ENSMFAG00000043044
ENSMUSG00000080478,ENSMFAG00000021414
ENSMUSG00000093249,ENSMFAG00000054153
ENSMUSG00000093249,ENSMFAG00000057446
ENSMUSG00000093249,ENSMFAG00000053991
ENSMUSG00000093249,ENSMFAG00000057264
ENSMUSG00000093249,ENSMFAG00000049625
ENSMUSG00000093249,ENSMFAG00000053493
ENSMUSG00000093249,ENSMFAG00000049223
ENSMUSG00000093249,ENSMFAG00000051935
ENSMUSG00000093249,ENSMFAG00000059118
ENSMUSG00000093249,ENSMFAG00000065457
ENSMUSG00000093249,ENSMFAG00000050158
ENSMUSG00000093249,ENSMFAG00000051070
ENSMUSG00000093249,ENSMFAG00000052550
ENSMUSG00000093249,ENSMFAG00000052958
ENSMUSG00000093249,ENSMFAG00000054989
ENSMUSG00000093249,ENSMFAG00000054533
ENSMUSG00000093249,ENSMFAG00000054195
ENSMUSG00000093249,ENSMFAG00000052514
ENSMUSG00000093249,ENSMFAG00000051186
ENSMUSG00000093249,ENSMFAG00000060984
ENSMUSG00000093249,ENSMFAG00000055372
ENSMUSG00000093249,ENSMFAG00000055397
ENSMUSG00000093249,ENSMFAG00000054043
ENSMUSG00000093249,ENSMFAG00000048918
ENSMUSG00000093249,ENSMFAG00000061312
ENSMUSG00000093249,ENSMFAG00000054682
ENSMUSG00000093249,ENSMFAG00000052919
ENSMUSG00000093249,ENSMFAG00000063332
ENSMUSG00000093249,ENSMFAG00000058940
ENSMUSG00000093249,ENSMFAG00000063774
ENSMUSG00000093249,ENSMFAG00000062164
ENSMUSG00000093249,ENSMFAG00000065208
ENSMUSG00000093249,ENSMFAG00000053835
ENSMUSG00000093249,ENSMFAG00000064710
ENSMUSG00000093249,ENSMFAG00000047778
ENSMUSG00000093249,ENSMFAG00000060777
ENSMUSG00000093249,ENSMFAG00000057142
ENSMUSG00000093249,ENSMFAG00000056506
ENSMUSG00000093249,ENSMFAG00000048951
ENSMUSG00000093249,ENSMFAG00000064718
ENSMUSG00000093249,ENSMFAG00000057710
ENSMUSG00000093249,ENSMFAG00000058161
ENSMUSG00000093249,ENSMFAG00000054959
ENSMUSG00000093249,ENSMFAG00000060270
ENSMUSG00000093249,ENSMFAG00000056682
ENSMUSG00000093249,ENSMFAG00000058780
ENSMUSG00000093249,ENSMFAG00000060362
ENSMUSG00000074364,ENSMFAG00000045476
ENSMUSG00000001767,ENSMFAG00000039893
ENSMUSG00000032420,ENSMFAG00000033027
ENSMUSG00000078796,ENSMFAG00000008705
ENSMUSG00000032422,ENSMFAG00000010669
ENSMUSG00000006024,ENSMFAG00000000053
ENSMUSG00000036160,ENSMFAG00000047763
ENSMUSG00000020785,ENSMFAG00000030883
ENSMUSG00000006021,ENSMFAG00000039746
ENSMUSG00000015776,ENSMFAG00000042665
ENSMUSG00000039838,ENSMFAG00000037500
ENSMUSG00000075377,ENSMFAG00000049737
ENSMUSG00000072571,ENSMFAG00000000773
ENSMUSG00000030376,ENSMFAG00000037527
ENSMUSG00000037143,ENSMFAG00000040250
ENSMUSG00000014592,ENSMFAG00000035577
ENSMUSG00000044286,ENSMFAG00000040284
ENSMUSG00000065853,ENSMFAG00000006728
ENSMUSG00000040649,ENSMFAG00000030512
ENSMUSG00000040649,ENSMFAG00000060428
ENSMUSG00000060373,ENSMFAG00000065750
ENSMUSG00000020783,ENSMFAG00000024176
ENSMUSG00000025103,ENSMFAG00000000809
ENSMUSG00000030116,ENSMFAG00000064192
ENSMUSG00000060913,ENSMFAG00000004059
ENSMUSG00000038623,ENSMFAG00000036327
ENSMUSG00000005947,ENSMFAG00000035926
ENSMUSG00000068917,ENSMFAG00000050341
ENSMUSG00000040627,ENSMFAG00000064606
ENSMUSG00000025104,ENSMFAG00000063380
ENSMUSG00000032423,ENSMFAG00000036355
ENSMUSG00000118972,ENSMFAG00000063766
ENSMUSG00000030284,ENSMFAG00000001014
ENSMUSG00000062647,ENSMFAG00000047324
ENSMUSG00000062647,ENSMFAG00000049923
ENSMUSG00000039768,ENSMFAG00000034630
ENSMUSG00000032737,ENSMFAG00000037937
ENSMUSG00000009030,ENSMFAG00000049180
ENSMUSG00000051936,ENSMFAG00000040057
ENSMUSG00000029883,ENSMFAG00000039259
ENSMUSG00000001016,ENSMFAG00000030239
ENSMUSG00000001016,ENSMFAG00000037304
ENSMUSG00000026073,ENSMFAG00000046196
ENSMUSG00000065258,ENSMFAG00000012668
ENSMUSG00000064829,ENSMFAG00000007481
ENSMUSG00000065295,ENSMFAG00000007368
ENSMUSG00000065295,ENSMFAG00000007572
ENSMUSG00000005102,ENSMFAG00000035646
ENSMUSG00000101303,ENSMFAG00000056716
ENSMUSG00000050107,ENSMFAG00000050121
ENSMUSG00000005950,ENSMFAG00000038002
ENSMUSG00000001018,ENSMFAG00000059526
ENSMUSG00000076463,ENSMFAG00000058032
ENSMUSG00000076463,ENSMFAG00000056428
ENSMUSG00000076463,ENSMFAG00000059294
ENSMUSG00000107486,ENSMFAG00000059431
ENSMUSG00000107486,ENSMFAG00000061924
ENSMUSG00000107486,ENSMFAG00000048982
ENSMUSG00000022102,ENSMFAG00000026923
ENSMUSG00000039759,ENSMFAG00000000408
ENSMUSG00000076465,ENSMFAG00000055769
ENSMUSG00000076465,ENSMFAG00000054752
ENSMUSG00000076465,ENSMFAG00000065633
ENSMUSG00000001017,ENSMFAG00000045452
ENSMUSG00000095574,ENSMFAG00000060031
ENSMUSG00000047777,ENSMFAG00000046366
ENSMUSG00000076467,ENSMFAG00000030276
ENSMUSG00000076467,ENSMFAG00000030243
ENSMUSG00000094525,ENSMFAG00000060031
ENSMUSG00000076469,ENSMFAG00000030276
ENSMUSG00000076469,ENSMFAG00000030243
ENSMUSG00000076470,ENSMFAG00000030276
ENSMUSG00000076470,ENSMFAG00000030243
ENSMUSG00000073700,ENSMFAG00000044736
ENSMUSG00000076471,ENSMFAG00000060410
ENSMUSG00000076471,ENSMFAG00000051785
ENSMUSG00000076472,ENSMFAG00000040021
ENSMUSG00000076472,ENSMFAG00000060177
ENSMUSG00000047260,ENSMFAG00000056015
ENSMUSG00000028952,ENSMFAG00000001787
ENSMUSG00000076474,ENSMFAG00000065709
ENSMUSG00000040158,ENSMFAG00000036540
ENSMUSG00000076475,ENSMFAG00000018942
ENSMUSG00000022103,ENSMFAG00000023628
ENSMUSG00000076477,ENSMFAG00000039877
ENSMUSG00000051998,ENSMFAG00000046296
ENSMUSG00000076478,ENSMFAG00000060792
ENSMUSG00000076479,ENSMFAG00000060792
ENSMUSG00000026463,ENSMFAG00000010073
ENSMUSG00000032725,ENSMFAG00000002506
ENSMUSG00000076480,ENSMFAG00000024503
ENSMUSG00000020173,ENSMFAG00000035434
ENSMUSG00000076481,ENSMFAG00000065833
ENSMUSG00000054106,ENSMFAG00000065438
ENSMUSG00000054106,ENSMFAG00000054484
ENSMUSG00000054106,ENSMFAG00000057615
ENSMUSG00000054106,ENSMFAG00000031921
ENSMUSG00000054106,ENSMFAG00000064890
ENSMUSG00000054106,ENSMFAG00000000779
ENSMUSG00000036938,ENSMFAG00000065438
ENSMUSG00000036938,ENSMFAG00000054484
ENSMUSG00000036938,ENSMFAG00000057615
ENSMUSG00000036938,ENSMFAG00000031921
ENSMUSG00000036938,ENSMFAG00000064890
ENSMUSG00000036938,ENSMFAG00000000779
ENSMUSG00000028950,ENSMFAG00000046256
ENSMUSG00000071521,ENSMFAG00000065438
ENSMUSG00000071521,ENSMFAG00000054484
ENSMUSG00000071521,ENSMFAG00000057615
ENSMUSG00000071521,ENSMFAG00000031921
ENSMUSG00000071521,ENSMFAG00000064890
ENSMUSG00000071521,ENSMFAG00000000779
ENSMUSG00000028948,ENSMFAG00000001587
ENSMUSG00000044080,ENSMFAG00000041335
ENSMUSG00000071519,ENSMFAG00000065438
ENSMUSG00000071519,ENSMFAG00000054484
ENSMUSG00000071519,ENSMFAG00000057615
ENSMUSG00000071519,ENSMFAG00000031921
ENSMUSG00000071519,ENSMFAG00000064890
ENSMUSG00000071519,ENSMFAG00000000779
ENSMUSG00000058119,ENSMFAG00000065438
ENSMUSG00000058119,ENSMFAG00000054484
ENSMUSG00000058119,ENSMFAG00000057615
ENSMUSG00000058119,ENSMFAG00000031921
ENSMUSG00000058119,ENSMFAG00000064890
ENSMUSG00000058119,ENSMFAG00000000779
ENSMUSG00000071517,ENSMFAG00000065438
ENSMUSG00000071517,ENSMFAG00000054484
ENSMUSG00000071517,ENSMFAG00000057615
ENSMUSG00000071517,ENSMFAG00000031921
ENSMUSG00000071517,ENSMFAG00000064890
ENSMUSG00000071517,ENSMFAG00000000779
ENSMUSG00000074457,ENSMFAG00000032020
ENSMUSG00000084456,ENSMFAG00000037414
ENSMUSG00000084456,ENSMFAG00000014101
ENSMUSG00000094018,ENSMFAG00000003648
ENSMUSG00000001021,ENSMFAG00000042703
ENSMUSG00000001020,ENSMFAG00000063124
ENSMUSG00000078630,ENSMFAG00000046386
ENSMUSG00000001023,ENSMFAG00000046115
ENSMUSG00000001025,ENSMFAG00000032857
ENSMUSG00000030842,ENSMFAG00000040752
ENSMUSG00000051276,ENSMFAG00000008800
ENSMUSG00000027680,ENSMFAG00000040264
ENSMUSG00000042333,ENSMFAG00000042470
ENSMUSG00000036390,ENSMFAG00000043026
ENSMUSG00000036371,ENSMFAG00000036635
ENSMUSG00000064485,ENSMFAG00000005822
ENSMUSG00000048001,ENSMFAG00000044681
ENSMUSG00000033487,ENSMFAG00000032790
ENSMUSG00000029056,ENSMFAG00000001007
ENSMUSG00000119666,ENSMFAG00000058270
ENSMUSG00000119432,ENSMFAG00000058270
ENSMUSG00000084703,ENSMFAG00000063561
ENSMUSG00000032425,ENSMFAG00000032518
ENSMUSG00000066306,ENSMFAG00000042621
ENSMUSG00000089034,ENSMFAG00000015301
ENSMUSG00000090693,ENSMFAG00000051720
ENSMUSG00000090693,ENSMFAG00000048989
ENSMUSG00000119754,ENSMFAG00000057139
ENSMUSG00000005949,ENSMFAG00000041055
ENSMUSG00000119485,ENSMFAG00000058270
ENSMUSG00000025925,ENSMFAG00000000674
ENSMUSG00000032719,ENSMFAG00000046053
ENSMUSG00000084845,ENSMFAG00000001305
ENSMUSG00000048834,ENSMFAG00000038380
ENSMUSG00000028403,ENSMFAG00000038466
ENSMUSG00000023156,ENSMFAG00000054440
ENSMUSG00000144287,ENSMFAG00000003971
ENSMUSG00000018341,ENSMFAG00000044595
ENSMUSG00000070427,ENSMFAG00000007235
ENSMUSG00000015790,ENSMFAG00000032426
ENSMUSG00000038192,ENSMFAG00000037928
ENSMUSG00000030662,ENSMFAG00000002597
ENSMUSG00000025921,ENSMFAG00000031473
ENSMUSG00000079543,ENSMFAG00000038656
ENSMUSG00000070426,ENSMFAG00000043086
ENSMUSG00000076538,ENSMFAG00000038656
ENSMUSG00000044254,ENSMFAG00000000310
ENSMUSG00000064512,ENSMFAG00000021870
ENSMUSG00000078974,ENSMFAG00000039470
ENSMUSG00000076539,ENSMFAG00000048121
ENSMUSG00000076540,ENSMFAG00000048121
ENSMUSG00000025920,ENSMFAG00000044834
ENSMUSG00000027679,ENSMFAG00000045407
ENSMUSG00000027679,ENSMFAG00000034041
ENSMUSG00000076541,ENSMFAG00000048121
ENSMUSG00000094315,ENSMFAG00000048121
ENSMUSG00000076543,ENSMFAG00000048121
ENSMUSG00000085933,ENSMFAG00000045765
ENSMUSG00000076545,ENSMFAG00000048121
ENSMUSG00000073028,ENSMFAG00000048121
ENSMUSG00000028609,ENSMFAG00000032145
ENSMUSG00000076547,ENSMFAG00000048121
ENSMUSG00000001506,ENSMFAG00000033990
ENSMUSG00000074637,ENSMFAG00000027781
ENSMUSG00000076550,ENSMFAG00000048121
ENSMUSG00000094262,ENSMFAG00000048121
ENSMUSG00000025764,ENSMFAG00000038238
ENSMUSG00000075376,ENSMFAG00000035621
ENSMUSG00000076552,ENSMFAG00000048121
ENSMUSG00000094006,ENSMFAG00000048121
ENSMUSG00000030649,ENSMFAG00000050519
ENSMUSG00000095633,ENSMFAG00000048121
ENSMUSG00000092746,ENSMFAG00000054674
ENSMUSG00000062751,ENSMFAG00000065438
ENSMUSG00000062751,ENSMFAG00000054484
ENSMUSG00000062751,ENSMFAG00000057615
ENSMUSG00000062751,ENSMFAG00000031921
ENSMUSG00000062751,ENSMFAG00000064890
ENSMUSG00000062751,ENSMFAG00000000779
ENSMUSG00000028608,ENSMFAG00000034166
ENSMUSG00000057163,ENSMFAG00000065438
ENSMUSG00000057163,ENSMFAG00000054484
ENSMUSG00000057163,ENSMFAG00000057615
ENSMUSG00000057163,ENSMFAG00000031921
ENSMUSG00000057163,ENSMFAG00000064890
ENSMUSG00000057163,ENSMFAG00000000779
ENSMUSG00000025555,ENSMFAG00000040631
ENSMUSG00000033917,ENSMFAG00000031962
ENSMUSG00000076490,ENSMFAG00000049950
ENSMUSG00000076490,ENSMFAG00000057101
ENSMUSG00000076490,ENSMFAG00000057985
ENSMUSG00000033904,ENSMFAG00000036768
ENSMUSG00000063410,ENSMFAG00000001501
ENSMUSG00000076498,ENSMFAG00000049950
ENSMUSG00000076498,ENSMFAG00000057101
ENSMUSG00000076498,ENSMFAG00000057985
ENSMUSG00000065569,ENSMFAG00000018004
ENSMUSG00000009549,ENSMFAG00000034410
ENSMUSG00000009549,ENSMFAG00000031746
ENSMUSG00000009549,ENSMFAG00000050488
ENSMUSG00000029869,ENSMFAG00000039585
ENSMUSG00000029869,ENSMFAG00000063789
ENSMUSG00000025557,ENSMFAG00000006289
ENSMUSG00000038717,ENSMFAG00000004430
ENSMUSG00000038717,ENSMFAG00000027811
ENSMUSG00000038717,ENSMFAG00000003981
ENSMUSG00000077756,ENSMFAG00000059206
ENSMUSG00000077756,ENSMFAG00000064588
ENSMUSG00000066798,ENSMFAG00000009223
ENSMUSG00000005952,ENSMFAG00000040334
ENSMUSG00000050714,ENSMFAG00000009076
ENSMUSG00000059890,ENSMFAG00000041947
ENSMUSG00000040093,ENSMFAG00000055720
ENSMUSG00000030982,ENSMFAG00000002864
ENSMUSG00000037110,ENSMFAG00000039275
ENSMUSG00000029868,ENSMFAG00000039755
ENSMUSG00000029868,ENSMFAG00000060464
ENSMUSG00000039376,ENSMFAG00000044178
ENSMUSG00000036899,ENSMFAG00000050982
ENSMUSG00000036899,ENSMFAG00000042765
ENSMUSG00000028607,ENSMFAG00000040882
ENSMUSG00000008932,ENSMFAG00000041399
ENSMUSG00000029867,ENSMFAG00000059319
ENSMUSG00000029867,ENSMFAG00000032025
ENSMUSG00000020122,ENSMFAG00000034444
ENSMUSG00000029866,ENSMFAG00000042436
ENSMUSG00000029866,ENSMFAG00000049022
ENSMUSG00000028600,ENSMFAG00000002251
ENSMUSG00000030177,ENSMFAG00000045459
ENSMUSG00000002033,ENSMFAG00000040063
ENSMUSG00000032094,ENSMFAG00000045644
ENSMUSG00000089051,ENSMFAG00000013748
ENSMUSG00000089051,ENSMFAG00000012117
ENSMUSG00000028603,ENSMFAG00000039858
ENSMUSG00000039357,ENSMFAG00000034437
ENSMUSG00000055980,ENSMFAG00000039993
ENSMUSG00000063787,ENSMFAG00000041879
ENSMUSG00000032093,ENSMFAG00000040556
ENSMUSG00000026142,ENSMFAG00000030915
ENSMUSG00000043029,ENSMFAG00000041934
ENSMUSG00000021819,ENSMFAG00000041406
ENSMUSG00000030180,ENSMFAG00000001863
ENSMUSG00000044966,ENSMFAG00000038551
ENSMUSG00000032092,ENSMFAG00000037859
ENSMUSG00000020120,ENSMFAG00000054603
ENSMUSG00000040084,ENSMFAG00000032047
ENSMUSG00000044629,ENSMFAG00000035167
ENSMUSG00000033953,ENSMFAG00000031560
ENSMUSG00000023079,ENSMFAG00000030668
ENSMUSG00000077667,ENSMFAG00000004835
ENSMUSG00000030980,ENSMFAG00000040796
ENSMUSG00000074749,ENSMFAG00000036086
ENSMUSG00000078970,ENSMFAG00000042360
ENSMUSG00000070304,ENSMFAG00000042952
ENSMUSG00000046480,ENSMFAG00000064668
ENSMUSG00000037025,ENSMFAG00000047214
