marmoset_gene,macaque_gene
ENSCJAG00000017099,ENSMFAG00000045664
ENSCJAG00000043256,ENSMFAG00000022114
ENSCJAG00000051615,ENSMFAG00000003535
ENSCJAG00000044214,ENSMFAG00000045290
ENSCJAG00000086388,ENSMFAG00000062465
ENSCJAG00000004523,ENSMFAG00000032681
ENSCJAG00000037941,ENSMFAG00000031222
ENSCJAG00000040463,ENSMFAG00000033305
ENSCJAG00000005239,ENSMFAG00000045085
ENSCJAG00000014400,ENSMFAG00000001366
ENSCJAG00000082431,ENSMFAG00000032058
ENSCJAG00000069845,ENSMFAG00000052275
ENSCJAG00000069845,ENSMFAG00000055972
ENSCJAG00000069845,ENSMFAG00000048262
ENSCJAG00000069845,ENSMFAG00000058781
ENSCJAG00000069845,ENSMFAG00000049881
ENSCJAG00000069845,ENSMFAG00000064185
ENSCJAG00000069845,ENSMFAG00000055175
ENSCJAG00000069845,ENSMFAG00000054018
ENSCJAG00000069845,ENSMFAG00000061610
ENSCJAG00000002632,ENSMFAG00000002767
ENSCJAG00000004630,ENSMFAG00000045652
ENSCJAG00000043083,ENSMFAG00000007134
ENSCJAG00000073256,ENSMFAG00000046254
ENSCJAG00000038259,ENSMFAG00000039932
ENSCJAG00000070136,ENSMFAG00000014343
ENSCJAG00000079236,ENSMFAG00000052275
ENSCJAG00000079236,ENSMFAG00000055972
ENSCJAG00000079236,ENSMFAG00000048262
ENSCJAG00000079236,ENSMFAG00000058781
ENSCJAG00000079236,ENSMFAG00000049881
ENSCJAG00000079236,ENSMFAG00000064185
ENSCJAG00000079236,ENSMFAG00000055175
ENSCJAG00000079236,ENSMFAG00000054018
ENSCJAG00000079236,ENSMFAG00000061610
ENSCJAG00000025421,ENSMFAG00000013578
ENSCJAG00000077479,ENSMFAG00000035989
ENSCJAG00000026068,ENSMFAG00000012563
ENSCJAG00000073786,ENSMFAG00000052275
ENSCJAG00000073786,ENSMFAG00000055972
ENSCJAG00000073786,ENSMFAG00000048262
ENSCJAG00000073786,ENSMFAG00000058781
ENSCJAG00000073786,ENSMFAG00000049881
ENSCJAG00000073786,ENSMFAG00000064185
ENSCJAG00000073786,ENSMFAG00000055175
ENSCJAG00000073786,ENSMFAG00000054018
ENSCJAG00000073786,ENSMFAG00000061610
ENSCJAG00000041142,ENSMFAG00000045741
ENSCJAG00000007193,ENSMFAG00000034567
ENSCJAG00000084149,ENSMFAG00000008645
ENSCJAG00000016057,ENSMFAG00000044496
ENSCJAG00000000440,ENSMFAG00000030565
ENSCJAG00000068354,ENSMFAG00000060293
ENSCJAG00000077204,ENSMFAG00000058690
ENSCJAG00000042579,ENSMFAG00000060826
ENSCJAG00000084793,ENSMFAG00000052275
ENSCJAG00000084793,ENSMFAG00000055972
ENSCJAG00000084793,ENSMFAG00000048262
ENSCJAG00000084793,ENSMFAG00000058781
ENSCJAG00000084793,ENSMFAG00000049881
ENSCJAG00000084793,ENSMFAG00000064185
ENSCJAG00000084793,ENSMFAG00000055175
ENSCJAG00000084793,ENSMFAG00000054018
ENSCJAG00000084793,ENSMFAG00000061610
ENSCJAG00000084150,ENSMFAG00000062093
ENSCJAG00000084150,ENSMFAG00000026933
ENSCJAG00000084150,ENSMFAG00000039565
ENSCJAG00000084150,ENSMFAG00000042333
ENSCJAG00000051567,ENSMFAG00000001812
ENSCJAG00000020123,ENSMFAG00000031228
ENSCJAG00000072071,ENSMFAG00000043475
ENSCJAG00000018796,ENSMFAG00000001395
ENSCJAG00000006530,ENSMFAG00000000410
ENSCJAG00000060226,ENSMFAG00000002019
ENSCJAG00000007053,ENSMFAG00000003102
ENSCJAG00000004561,ENSMFAG00000002927
ENSCJAG00000040655,ENSMFAG00000045491
ENSCJAG00000010477,ENSMFAG00000038151
ENSCJAG00000016100,ENSMFAG00000045088
ENSCJAG00000077055,ENSMFAG00000009657
ENSCJAG00000084281,ENSMFAG00000022349
ENSCJAG00000044420,ENSMFAG00000031470
ENSCJAG00000041211,ENSMFAG00000040960
ENSCJAG00000006260,ENSMFAG00000036532
ENSCJAG00000075888,ENSMFAG00000064877
ENSCJAG00000046018,ENSMFAG00000047357
ENSCJAG00000010212,ENSMFAG00000044207
ENSCJAG00000014418,ENSMFAG00000043079
ENSCJAG00000080610,ENSMFAG00000051859
ENSCJAG00000014964,ENSMFAG00000041358
ENSCJAG00000041421,ENSMFAG00000065567
ENSCJAG00000005949,ENSMFAG00000003726
ENSCJAG00000012514,ENSMFAG00000030745
ENSCJAG00000016787,ENSMFAG00000041814
ENSCJAG00000077221,ENSMFAG00000000801
ENSCJAG00000080355,ENSMFAG00000052959
ENSCJAG00000081448,ENSMFAG00000004430
ENSCJAG00000014320,ENSMFAG00000036811
ENSCJAG00000014320,ENSMFAG00000022948
ENSCJAG00000016052,ENSMFAG00000039200
ENSCJAG00000000917,ENSMFAG00000042166
ENSCJAG00000080507,ENSMFAG00000052275
ENSCJAG00000080507,ENSMFAG00000055972
ENSCJAG00000080507,ENSMFAG00000048262
ENSCJAG00000080507,ENSMFAG00000058781
ENSCJAG00000080507,ENSMFAG00000049881
ENSCJAG00000080507,ENSMFAG00000064185
ENSCJAG00000080507,ENSMFAG00000055175
ENSCJAG00000080507,ENSMFAG00000054018
ENSCJAG00000080507,ENSMFAG00000061610
ENSCJAG00000075143,ENSMFAG00000003129
ENSCJAG00000041514,ENSMFAG00000029610
ENSCJAG00000002574,ENSMFAG00000041875
ENSCJAG00000069740,ENSMFAG00000053231
ENSCJAG00000069740,ENSMFAG00000049710
ENSCJAG00000069740,ENSMFAG00000059505
ENSCJAG00000069740,ENSMFAG00000057557
ENSCJAG00000069740,ENSMFAG00000054787
ENSCJAG00000069740,ENSMFAG00000048422
ENSCJAG00000023199,ENSMFAG00000032886
ENSCJAG00000074503,ENSMFAG00000008933
ENSCJAG00000071260,ENSMFAG00000017839
ENSCJAG00000032282,ENSMFAG00000011611
ENSCJAG00000017131,ENSMFAG00000045119
ENSCJAG00000085227,ENSMFAG00000008933
ENSCJAG00000079237,ENSMFAG00000033247
ENSCJAG00000079237,ENSMFAG00000002217
ENSCJAG00000010479,ENSMFAG00000039559
ENSCJAG00000070219,ENSMFAG00000003226
ENSCJAG00000037297,ENSMFAG00000045261
ENSCJAG00000071032,ENSMFAG00000003066
ENSCJAG00000000018,ENSMFAG00000041910
ENSCJAG00000085062,ENSMFAG00000008933
ENSCJAG00000004794,ENSMFAG00000042390
ENSCJAG00000081281,ENSMFAG00000042820
ENSCJAG00000021468,ENSMFAG00000000498
ENSCJAG00000004575,ENSMFAG00000033280
ENSCJAG00000004704,ENSMFAG00000031667
ENSCJAG00000086584,ENSMFAG00000008933
ENSCJAG00000016087,ENSMFAG00000040038
ENSCJAG00000038589,ENSMFAG00000034366
ENSCJAG00000039557,ENSMFAG00000036693
ENSCJAG00000086468,ENSMFAG00000008933
ENSCJAG00000000020,ENSMFAG00000032470
ENSCJAG00000076597,ENSMFAG00000008933
ENSCJAG00000002596,ENSMFAG00000042209
ENSCJAG00000017208,ENSMFAG00000044859
ENSCJAG00000014920,ENSMFAG00000057192
ENSCJAG00000007235,ENSMFAG00000038725
ENSCJAG00000085455,ENSMFAG00000008933
ENSCJAG00000013030,ENSMFAG00000039138
ENSCJAG00000073104,ENSMFAG00000040663
ENSCJAG00000080576,ENSMFAG00000065306
ENSCJAG00000032190,ENSMFAG00000007921
ENSCJAG00000073277,ENSMFAG00000052275
ENSCJAG00000073277,ENSMFAG00000055972
ENSCJAG00000073277,ENSMFAG00000048262
ENSCJAG00000073277,ENSMFAG00000058781
ENSCJAG00000073277,ENSMFAG00000049881
ENSCJAG00000073277,ENSMFAG00000064185
ENSCJAG00000073277,ENSMFAG00000055175
ENSCJAG00000073277,ENSMFAG00000054018
ENSCJAG00000073277,ENSMFAG00000061610
ENSCJAG00000007004,ENSMFAG00000032269
ENSCJAG00000044990,ENSMFAG00000043183
ENSCJAG00000014335,ENSMFAG00000036811
ENSCJAG00000014335,ENSMFAG00000022948
ENSCJAG00000083286,ENSMFAG00000060475
ENSCJAG00000081951,ENSMFAG00000054896
ENSCJAG00000061835,ENSMFAG00000052425
ENSCJAG00000048579,ENSMFAG00000012109
ENSCJAG00000035996,ENSMFAG00000045116
ENSCJAG00000037587,ENSMFAG00000017839
ENSCJAG00000000219,ENSMFAG00000001365
ENSCJAG00000071746,ENSMFAG00000039064
ENSCJAG00000071746,ENSMFAG00000044549
ENSCJAG00000007260,ENSMFAG00000053026
ENSCJAG00000070617,ENSMFAG00000034008
ENSCJAG00000074215,ENSMFAG00000058581
ENSCJAG00000074215,ENSMFAG00000052218
ENSCJAG00000074215,ENSMFAG00000057173
ENSCJAG00000074215,ENSMFAG00000051854
ENSCJAG00000074215,ENSMFAG00000047996
ENSCJAG00000074215,ENSMFAG00000052648
ENSCJAG00000074215,ENSMFAG00000063887
ENSCJAG00000074215,ENSMFAG00000052304
ENSCJAG00000078103,ENSMFAG00000065855
ENSCJAG00000078103,ENSMFAG00000055818
ENSCJAG00000019270,ENSMFAG00000043487
ENSCJAG00000016069,ENSMFAG00000036189
ENSCJAG00000061611,ENSMFAG00000063964
ENSCJAG00000054196,ENSMFAG00000054112
ENSCJAG00000042076,ENSMFAG00000051795
ENSCJAG00000017216,ENSMFAG00000040099
ENSCJAG00000070137,ENSMFAG00000039064
ENSCJAG00000070137,ENSMFAG00000044549
ENSCJAG00000067505,ENSMFAG00000032881
ENSCJAG00000000408,ENSMFAG00000043432
ENSCJAG00000006802,ENSMFAG00000049388
ENSCJAG00000002554,ENSMFAG00000001100
ENSCJAG00000029768,ENSMFAG00000048423
ENSCJAG00000004619,ENSMFAG00000040545
ENSCJAG00000002781,ENSMFAG00000042335
ENSCJAG00000074595,ENSMFAG00000052275
ENSCJAG00000074595,ENSMFAG00000055972
ENSCJAG00000074595,ENSMFAG00000048262
ENSCJAG00000074595,ENSMFAG00000058781
ENSCJAG00000074595,ENSMFAG00000049881
ENSCJAG00000074595,ENSMFAG00000064185
ENSCJAG00000074595,ENSMFAG00000055175
ENSCJAG00000074595,ENSMFAG00000054018
ENSCJAG00000074595,ENSMFAG00000061610
ENSCJAG00000087147,ENSMFAG00000005409
ENSCJAG00000006315,ENSMFAG00000036765
ENSCJAG00000016025,ENSMFAG00000001961
ENSCJAG00000009075,ENSMFAG00000043971
ENSCJAG00000048673,ENSMFAG00000001460
ENSCJAG00000047544,ENSMFAG00000042766
ENSCJAG00000010173,ENSMFAG00000041036
ENSCJAG00000040053,ENSMFAG00000000929
ENSCJAG00000058864,ENSMFAG00000037329
ENSCJAG00000002571,ENSMFAG00000039997
ENSCJAG00000081006,ENSMFAG00000045888
ENSCJAG00000030827,ENSMFAG00000015301
ENSCJAG00000050580,ENSMFAG00000050143
ENSCJAG00000061628,ENSMFAG00000002094
ENSCJAG00000004729,ENSMFAG00000037903
ENSCJAG00000081318,ENSMFAG00000033541
ENSCJAG00000073801,ENSMFAG00000051440
ENSCJAG00000020135,ENSMFAG00000002092
ENSCJAG00000006825,ENSMFAG00000043466
ENSCJAG00000006825,ENSMFAG00000044526
ENSCJAG00000008413,ENSMFAG00000001714
ENSCJAG00000016221,ENSMFAG00000014904
ENSCJAG00000076203,ENSMFAG00000029360
ENSCJAG00000082596,ENSMFAG00000005409
ENSCJAG00000018494,ENSMFAG00000032078
ENSCJAG00000075211,ENSMFAG00000058777
ENSCJAG00000002550,ENSMFAG00000039278
ENSCJAG00000082256,ENSMFAG00000014977
ENSCJAG00000004825,ENSMFAG00000037248
ENSCJAG00000076138,ENSMFAG00000052275
ENSCJAG00000076138,ENSMFAG00000055972
ENSCJAG00000076138,ENSMFAG00000048262
ENSCJAG00000076138,ENSMFAG00000058781
ENSCJAG00000076138,ENSMFAG00000049881
ENSCJAG00000076138,ENSMFAG00000064185
ENSCJAG00000076138,ENSMFAG00000055175
ENSCJAG00000076138,ENSMFAG00000054018
ENSCJAG00000076138,ENSMFAG00000061610
ENSCJAG00000010377,ENSMFAG00000056645
ENSCJAG00000008458,ENSMFAG00000032705
ENSCJAG00000084541,ENSMFAG00000045888
ENSCJAG00000046193,ENSMFAG00000038665
ENSCJAG00000082607,ENSMFAG00000041724
ENSCJAG00000058001,ENSMFAG00000052275
ENSCJAG00000058001,ENSMFAG00000055972
ENSCJAG00000058001,ENSMFAG00000048262
ENSCJAG00000058001,ENSMFAG00000058781
ENSCJAG00000058001,ENSMFAG00000049881
ENSCJAG00000058001,ENSMFAG00000064185
ENSCJAG00000058001,ENSMFAG00000055175
ENSCJAG00000058001,ENSMFAG00000054018
ENSCJAG00000058001,ENSMFAG00000061610
ENSCJAG00000073287,ENSMFAG00000031828
ENSCJAG00000034534,ENSMFAG00000005672
ENSCJAG00000042588,ENSMFAG00000065788
ENSCJAG00000014296,ENSMFAG00000035344
ENSCJAG00000080404,ENSMFAG00000065166
ENSCJAG00000004653,ENSMFAG00000002493
ENSCJAG00000080852,ENSMFAG00000055164
ENSCJAG00000080852,ENSMFAG00000060456
ENSCJAG00000080852,ENSMFAG00000056073
ENSCJAG00000080852,ENSMFAG00000055407
ENSCJAG00000080852,ENSMFAG00000054636
ENSCJAG00000080852,ENSMFAG00000055847
ENSCJAG00000080852,ENSMFAG00000058077
ENSCJAG00000080852,ENSMFAG00000048417
ENSCJAG00000045267,ENSMFAG00000014787
ENSCJAG00000002577,ENSMFAG00000031504
ENSCJAG00000080276,ENSMFAG00000030252
ENSCJAG00000063373,ENSMFAG00000006889
ENSCJAG00000025628,ENSMFAG00000009132
ENSCJAG00000014829,ENSMFAG00000024673
ENSCJAG00000073865,ENSMFAG00000048216
ENSCJAG00000017160,ENSMFAG00000035383
ENSCJAG00000021478,ENSMFAG00000047177
ENSCJAG00000004543,ENSMFAG00000035483
ENSCJAG00000044681,ENSMFAG00000022604
ENSCJAG00000019284,ENSMFAG00000022092
ENSCJAG00000023432,ENSMFAG00000033177
ENSCJAG00000008491,ENSMFAG00000029970
ENSCJAG00000000228,ENSMFAG00000036887
ENSCJAG00000009434,ENSMFAG00000033072
ENSCJAG00000017227,ENSMFAG00000045001
ENSCJAG00000006731,ENSMFAG00000043383
ENSCJAG00000045015,ENSMFAG00000048715
ENSCJAG00000042087,ENSMFAG00000013370
ENSCJAG00000012577,ENSMFAG00000029975
ENSCJAG00000038849,ENSMFAG00000035564
ENSCJAG00000014011,ENSMFAG00000000036
ENSCJAG00000002772,ENSMFAG00000040980
ENSCJAG00000078698,ENSMFAG00000053384
ENSCJAG00000004656,ENSMFAG00000002126
ENSCJAG00000015960,ENSMFAG00000044216
ENSCJAG00000020143,ENSMFAG00000036619
ENSCJAG00000001529,ENSMFAG00000037880
ENSCJAG00000063408,ENSMFAG00000053742
ENSCJAG00000008429,ENSMFAG00000001725
ENSCJAG00000017163,ENSMFAG00000052478
ENSCJAG00000034097,ENSMFAG00000033686
ENSCJAG00000009451,ENSMFAG00000038275
ENSCJAG00000002371,ENSMFAG00000051718
ENSCJAG00000013074,ENSMFAG00000003678
ENSCJAG00000043166,ENSMFAG00000018946
ENSCJAG00000083763,ENSMFAG00000063291
ENSCJAG00000025459,ENSMFAG00000040470
ENSCJAG00000081689,ENSMFAG00000049222
ENSCJAG00000043760,ENSMFAG00000041662
ENSCJAG00000018882,ENSMFAG00000043124
ENSCJAG00000014959,ENSMFAG00000038115
ENSCJAG00000079188,ENSMFAG00000061602
ENSCJAG00000079188,ENSMFAG00000008424
ENSCJAG00000079188,ENSMFAG00000056017
ENSCJAG00000079188,ENSMFAG00000060824
ENSCJAG00000079188,ENSMFAG00000054604
ENSCJAG00000077301,ENSMFAG00000051419
ENSCJAG00000004537,ENSMFAG00000047405
ENSCJAG00000084173,ENSMFAG00000055168
ENSCJAG00000041432,ENSMFAG00000018218
ENSCJAG00000040116,ENSMFAG00000041436
ENSCJAG00000052984,ENSMFAG00000014488
ENSCJAG00000082305,ENSMFAG00000060808
ENSCJAG00000082305,ENSMFAG00000048199
ENSCJAG00000041536,ENSMFAG00000037506
ENSCJAG00000040672,ENSMFAG00000033648
ENSCJAG00000002769,ENSMFAG00000029830
ENSCJAG00000047087,ENSMFAG00000042203
ENSCJAG00000000221,ENSMFAG00000031003
ENSCJAG00000054592,ENSMFAG00000058125
ENSCJAG00000054592,ENSMFAG00000057232
ENSCJAG00000077041,ENSMFAG00000060682
ENSCJAG00000076352,ENSMFAG00000049256
ENSCJAG00000033719,ENSMFAG00000035961
ENSCJAG00000013888,ENSMFAG00000044323
ENSCJAG00000086336,ENSMFAG00000050143
ENSCJAG00000002611,ENSMFAG00000036200
ENSCJAG00000046592,ENSMFAG00000034243
ENSCJAG00000001760,ENSMFAG00000040339
ENSCJAG00000083639,ENSMFAG00000063884
ENSCJAG00000080601,ENSMFAG00000036125
ENSCJAG00000008539,ENSMFAG00000046104
ENSCJAG00000048180,ENSMFAG00000044370
ENSCJAG00000057766,ENSMFAG00000052600
ENSCJAG00000013090,ENSMFAG00000041196
ENSCJAG00000039582,ENSMFAG00000042756
ENSCJAG00000072802,ENSMFAG00000061680
ENSCJAG00000072802,ENSMFAG00000051421
ENSCJAG00000045935,ENSMFAG00000039081
ENSCJAG00000062728,ENSMFAG00000056043
ENSCJAG00000051621,ENSMFAG00000065298
ENSCJAG00000000231,ENSMFAG00000032603
ENSCJAG00000015997,ENSMFAG00000045595
ENSCJAG00000021040,ENSMFAG00000043045
ENSCJAG00000021040,ENSMFAG00000001880
ENSCJAG00000016775,ENSMFAG00000043207
ENSCJAG00000079623,ENSMFAG00000059556
ENSCJAG00000079623,ENSMFAG00000059386
ENSCJAG00000081145,ENSMFAG00000043025
ENSCJAG00000002704,ENSMFAG00000002855
ENSCJAG00000045091,ENSMFAG00000008213
ENSCJAG00000084619,ENSMFAG00000039551
ENSCJAG00000074551,ENSMFAG00000002505
ENSCJAG00000021486,ENSMFAG00000003638
ENSCJAG00000006967,ENSMFAG00000064910
ENSCJAG00000017178,ENSMFAG00000045092
ENSCJAG00000009481,ENSMFAG00000038449
ENSCJAG00000004498,ENSMFAG00000003076
ENSCJAG00000087079,ENSMFAG00000047825
ENSCJAG00000069894,ENSMFAG00000005067
ENSCJAG00000039611,ENSMFAG00000042998
ENSCJAG00000082002,ENSMFAG00000041101
ENSCJAG00000077847,ENSMFAG00000060271
ENSCJAG00000079432,ENSMFAG00000001364
ENSCJAG00000079432,ENSMFAG00000055935
ENSCJAG00000014833,ENSMFAG00000038490
ENSCJAG00000002533,ENSMFAG00000041800
ENSCJAG00000070284,ENSMFAG00000049454
ENSCJAG00000070284,ENSMFAG00000058333
ENSCJAG00000080080,ENSMFAG00000032651
ENSCJAG00000028101,ENSMFAG00000050882
ENSCJAG00000028101,ENSMFAG00000059461
ENSCJAG00000028101,ENSMFAG00000052409
ENSCJAG00000006860,ENSMFAG00000035794
ENSCJAG00000059441,ENSMFAG00000033974
ENSCJAG00000025614,ENSMFAG00000020430
ENSCJAG00000014925,ENSMFAG00000001808
ENSCJAG00000010167,ENSMFAG00000035918
ENSCJAG00000015923,ENSMFAG00000043659
ENSCJAG00000078930,ENSMFAG00000058597
ENSCJAG00000062347,ENSMFAG00000032905
ENSCJAG00000083114,ENSMFAG00000031981
ENSCJAG00000000398,ENSMFAG00000053931
ENSCJAG00000019764,ENSMFAG00000003065
ENSCJAG00000009521,ENSMFAG00000009495
ENSCJAG00000002527,ENSMFAG00000000880
ENSCJAG00000002697,ENSMFAG00000031411
ENSCJAG00000082008,ENSMFAG00000055164
ENSCJAG00000082008,ENSMFAG00000060456
ENSCJAG00000082008,ENSMFAG00000056073
ENSCJAG00000082008,ENSMFAG00000055407
ENSCJAG00000082008,ENSMFAG00000054636
ENSCJAG00000082008,ENSMFAG00000055847
ENSCJAG00000082008,ENSMFAG00000058077
ENSCJAG00000082008,ENSMFAG00000048417
ENSCJAG00000074830,ENSMFAG00000035901
ENSCJAG00000042748,ENSMFAG00000035673
ENSCJAG00000018518,ENSMFAG00000051369
ENSCJAG00000018518,ENSMFAG00000056454
ENSCJAG00000078846,ENSMFAG00000052275
ENSCJAG00000078846,ENSMFAG00000055972
ENSCJAG00000078846,ENSMFAG00000048262
ENSCJAG00000078846,ENSMFAG00000058781
ENSCJAG00000078846,ENSMFAG00000049881
ENSCJAG00000078846,ENSMFAG00000064185
ENSCJAG00000078846,ENSMFAG00000055175
ENSCJAG00000078846,ENSMFAG00000054018
ENSCJAG00000078846,ENSMFAG00000061610
ENSCJAG00000009309,ENSMFAG00000036732
ENSCJAG00000000230,ENSMFAG00000035269
ENSCJAG00000024546,ENSMFAG00000008804
ENSCJAG00000077465,ENSMFAG00000010717
ENSCJAG00000072151,ENSMFAG00000052275
ENSCJAG00000072151,ENSMFAG00000055972
ENSCJAG00000072151,ENSMFAG00000048262
ENSCJAG00000072151,ENSMFAG00000058781
ENSCJAG00000072151,ENSMFAG00000049881
ENSCJAG00000072151,ENSMFAG00000064185
ENSCJAG00000072151,ENSMFAG00000055175
ENSCJAG00000072151,ENSMFAG00000054018
ENSCJAG00000072151,ENSMFAG00000061610
ENSCJAG00000037780,ENSMFAG00000001000
ENSCJAG00000037780,ENSMFAG00000053330
ENSCJAG00000053793,ENSMFAG00000045157
ENSCJAG00000076252,ENSMFAG00000000564
ENSCJAG00000000539,ENSMFAG00000037079
ENSCJAG00000001771,ENSMFAG00000034051
ENSCJAG00000060917,ENSMFAG00000049298
ENSCJAG00000060917,ENSMFAG00000064943
ENSCJAG00000060917,ENSMFAG00000062305
ENSCJAG00000060917,ENSMFAG00000053559
ENSCJAG00000014283,ENSMFAG00000031867
ENSCJAG00000004489,ENSMFAG00000039156
ENSCJAG00000062537,ENSMFAG00000056423
ENSCJAG00000011026,ENSMFAG00000002972
ENSCJAG00000014026,ENSMFAG00000040924
ENSCJAG00000087083,ENSMFAG00000063758
ENSCJAG00000087083,ENSMFAG00000061878
ENSCJAG00000087083,ENSMFAG00000049537
ENSCJAG00000087083,ENSMFAG00000049018
ENSCJAG00000087083,ENSMFAG00000060596
ENSCJAG00000087083,ENSMFAG00000055495
ENSCJAG00000087083,ENSMFAG00000050651
ENSCJAG00000006949,ENSMFAG00000003923
ENSCJAG00000025980,ENSMFAG00000005458
ENSCJAG00000002628,ENSMFAG00000003265
ENSCJAG00000039808,ENSMFAG00000014051
ENSCJAG00000060576,ENSMFAG00000055164
ENSCJAG00000060576,ENSMFAG00000060456
ENSCJAG00000060576,ENSMFAG00000056073
ENSCJAG00000060576,ENSMFAG00000055407
ENSCJAG00000060576,ENSMFAG00000054636
ENSCJAG00000060576,ENSMFAG00000055847
ENSCJAG00000060576,ENSMFAG00000058077
ENSCJAG00000060576,ENSMFAG00000048417
ENSCJAG00000036473,ENSMFAG00000030835
ENSCJAG00000036473,ENSMFAG00000048980
ENSCJAG00000036473,ENSMFAG00000021282
ENSCJAG00000036473,ENSMFAG00000022669
ENSCJAG00000000026,ENSMFAG00000036439
ENSCJAG00000017679,ENSMFAG00000033070
ENSCJAG00000023027,ENSMFAG00000037006
ENSCJAG00000040690,ENSMFAG00000013895
ENSCJAG00000076684,ENSMFAG00000054437
ENSCJAG00000073626,ENSMFAG00000006526
ENSCJAG00000073626,ENSMFAG00000030058
ENSCJAG00000073626,ENSMFAG00000045700
ENSCJAG00000073626,ENSMFAG00000018870
ENSCJAG00000008553,ENSMFAG00000000192
ENSCJAG00000039971,ENSMFAG00000032229
ENSCJAG00000020669,ENSMFAG00000031874
ENSCJAG00000004476,ENSMFAG00000045231
ENSCJAG00000009574,ENSMFAG00000003849
ENSCJAG00000078453,ENSMFAG00000054618
ENSCJAG00000018891,ENSMFAG00000045030
ENSCJAG00000012640,ENSMFAG00000025909
ENSCJAG00000018519,ENSMFAG00000031792
ENSCJAG00000082699,ENSMFAG00000033787
ENSCJAG00000085648,ENSMFAG00000044239
ENSCJAG00000037412,ENSMFAG00000061602
ENSCJAG00000037412,ENSMFAG00000008424
ENSCJAG00000037412,ENSMFAG00000056017
ENSCJAG00000037412,ENSMFAG00000060824
ENSCJAG00000037412,ENSMFAG00000054604
ENSCJAG00000020158,ENSMFAG00000036169
ENSCJAG00000014755,ENSMFAG00000002124
ENSCJAG00000007464,ENSMFAG00000042359
ENSCJAG00000006086,ENSMFAG00000035766
ENSCJAG00000004964,ENSMFAG00000045715
ENSCJAG00000072244,ENSMFAG00000062572
ENSCJAG00000016764,ENSMFAG00000032230
ENSCJAG00000009416,ENSMFAG00000046345
ENSCJAG00000073274,ENSMFAG00000035574
ENSCJAG00000002515,ENSMFAG00000035435
ENSCJAG00000085585,ENSMFAG00000057385
ENSCJAG00000085585,ENSMFAG00000050822
ENSCJAG00000085585,ENSMFAG00000065319
ENSCJAG00000085585,ENSMFAG00000056747
ENSCJAG00000085585,ENSMFAG00000065020
ENSCJAG00000085585,ENSMFAG00000063899
ENSCJAG00000005220,ENSMFAG00000037951
ENSCJAG00000082401,ENSMFAG00000061917
ENSCJAG00000000388,ENSMFAG00000042452
ENSCJAG00000070772,ENSMFAG00000030534
ENSCJAG00000077291,ENSMFAG00000013370
ENSCJAG00000080370,ENSMFAG00000055588
ENSCJAG00000080370,ENSMFAG00000060737
ENSCJAG00000080370,ENSMFAG00000061194
ENSCJAG00000080370,ENSMFAG00000058729
ENSCJAG00000080370,ENSMFAG00000049601
ENSCJAG00000061741,ENSMFAG00000064853
ENSCJAG00000028390,ENSMFAG00000038929
ENSCJAG00000041042,ENSMFAG00000034292
ENSCJAG00000001780,ENSMFAG00000043177
ENSCJAG00000014857,ENSMFAG00000003269
ENSCJAG00000075672,ENSMFAG00000060238
ENSCJAG00000027073,ENSMFAG00000008021
ENSCJAG00000078544,ENSMFAG00000063841
ENSCJAG00000082310,ENSMFAG00000057092
ENSCJAG00000082310,ENSMFAG00000049516
ENSCJAG00000082310,ENSMFAG00000009875
ENSCJAG00000082310,ENSMFAG00000063573
ENSCJAG00000086914,ENSMFAG00000013385
ENSCJAG00000018525,ENSMFAG00000001108
ENSCJAG00000080611,ENSMFAG00000059400
ENSCJAG00000080611,ENSMFAG00000025094
ENSCJAG00000071133,ENSMFAG00000014343
ENSCJAG00000084089,ENSMFAG00000045888
ENSCJAG00000073676,ENSMFAG00000052275
ENSCJAG00000073676,ENSMFAG00000055972
ENSCJAG00000073676,ENSMFAG00000048262
ENSCJAG00000073676,ENSMFAG00000058781
ENSCJAG00000073676,ENSMFAG00000049881
ENSCJAG00000073676,ENSMFAG00000064185
ENSCJAG00000073676,ENSMFAG00000055175
ENSCJAG00000073676,ENSMFAG00000054018
ENSCJAG00000073676,ENSMFAG00000061610
ENSCJAG00000023015,ENSMFAG00000052778
ENSCJAG00000007448,ENSMFAG00000004066
ENSCJAG00000041834,ENSMFAG00000041542
ENSCJAG00000078907,ENSMFAG00000058559
ENSCJAG00000013112,ENSMFAG00000039263
ENSCJAG00000027483,ENSMFAG00000020393
ENSCJAG00000072170,ENSMFAG00000056879
ENSCJAG00000072170,ENSMFAG00000051137
ENSCJAG00000044946,ENSMFAG00000000769
ENSCJAG00000002683,ENSMFAG00000040294
ENSCJAG00000041905,ENSMFAG00000043198
ENSCJAG00000045025,ENSMFAG00000003498
ENSCJAG00000013051,ENSMFAG00000003334
ENSCJAG00000040249,ENSMFAG00000019462
ENSCJAG00000025578,ENSMFAG00000017948
ENSCJAG00000032536,ENSMFAG00000012958
ENSCJAG00000004712,ENSMFAG00000002296
ENSCJAG00000014865,ENSMFAG00000041710
ENSCJAG00000002877,ENSMFAG00000033271
ENSCJAG00000001968,ENSMFAG00000057318
ENSCJAG00000000959,ENSMFAG00000039633
ENSCJAG00000057658,ENSMFAG00000063461
ENSCJAG00000084332,ENSMFAG00000042843
ENSCJAG00000012660,ENSMFAG00000003677
ENSCJAG00000062445,ENSMFAG00000036726
